t 	 u 	 du
   0.13100 	    3.09645 	   -0.05495
   0.13200 	    3.09640 	   -0.05539
   0.13300 	    3.09634 	   -0.05583
   0.13400 	    3.09628 	   -0.05628
   0.13500 	    3.09623 	   -0.05672
   0.13600 	    3.09617 	   -0.05717
   0.13700 	    3.09611 	   -0.05761
   0.13800 	    3.09606 	   -0.05806
   0.13900 	    3.09600 	   -0.05851
   0.14000 	    3.09594 	   -0.05895
   0.14100 	    3.09588 	   -0.05940
   0.14200 	    3.09582 	   -0.05985
   0.14300 	    3.09576 	   -0.06030
   0.14400 	    3.09570 	   -0.06075
   0.14500 	    3.09564 	   -0.06120
   0.14600 	    3.09558 	   -0.06165
   0.14700 	    3.09551 	   -0.06210
   0.14800 	    3.09545 	   -0.06255
   0.14900 	    3.09539 	   -0.06301
   0.15000 	    3.09533 	   -0.06346
   0.15100 	    3.09526 	   -0.06391
   0.15200 	    3.09520 	   -0.06437
   0.15300 	    3.09513 	   -0.06482
   0.15400 	    3.09507 	   -0.06528
   0.15500 	    3.09500 	   -0.06574
   0.15600 	    3.09494 	   -0.06619
   0.15700 	    3.09487 	   -0.06665
   0.15800 	    3.09480 	   -0.06711
   0.15900 	    3.09474 	   -0.06757
   0.16000 	    3.09467 	   -0.06803
   0.16100 	    3.09460 	   -0.06849
   0.16200 	    3.09453 	   -0.06895
   0.16300 	    3.09446 	   -0.06941
   0.16400 	    3.09439 	   -0.06987
   0.16500 	    3.09432 	   -0.07034
   0.16600 	    3.09425 	   -0.07080
   0.16700 	    3.09418 	   -0.07127
   0.16800 	    3.09411 	   -0.07173
   0.16900 	    3.09404 	   -0.07220
   0.17000 	    3.09397 	   -0.07266
   0.17100 	    3.09389 	   -0.07313
   0.17200 	    3.09382 	   -0.07360
   0.17300 	    3.09375 	   -0.07407
   0.17400 	    3.09367 	   -0.07454
   0.17500 	    3.09360 	   -0.07501
   0.17600 	    3.09352 	   -0.07548
   0.17700 	    3.09345 	   -0.07595
   0.17800 	    3.09337 	   -0.07642
   0.17900 	    3.09329 	   -0.07690
   0.18000 	    3.09322 	   -0.07737
   0.18100 	    3.09314 	   -0.07785
   0.18200 	    3.09306 	   -0.07832
   0.18300 	    3.09298 	   -0.07880
   0.18400 	    3.09290 	   -0.07927
   0.18500 	    3.09282 	   -0.07975
   0.18600 	    3.09274 	   -0.08023
   0.18700 	    3.09266 	   -0.08071
   0.18800 	    3.09258 	   -0.08119
   0.18900 	    3.09250 	   -0.08167
   0.19000 	    3.09242 	   -0.08215
   0.19100 	    3.09234 	   -0.08264
   0.19200 	    3.09225 	   -0.08312
   0.19300 	    3.09217 	   -0.08360
   0.19400 	    3.09209 	   -0.08409
   0.19500 	    3.09200 	   -0.08457
   0.19600 	    3.09192 	   -0.08506
   0.19700 	    3.09183 	   -0.08555
   0.19800 	    3.09174 	   -0.08604
   0.19900 	    3.09166 	   -0.08653
   0.20000 	    3.09157 	   -0.08702
   0.20100 	    3.09148 	   -0.08751
   0.20200 	    3.09140 	   -0.08800
   0.20300 	    3.09131 	   -0.08849
   0.20400 	    3.09122 	   -0.08899
   0.20500 	    3.09113 	   -0.08948
   0.20600 	    3.09104 	   -0.08998
   0.20700 	    3.09095 	   -0.09047
   0.20800 	    3.09086 	   -0.09097
   0.20900 	    3.09077 	   -0.09147
   0.21000 	    3.09068 	   -0.09197
   0.21100 	    3.09058 	   -0.09247
   0.21200 	    3.09049 	   -0.09297
   0.21300 	    3.09040 	   -0.09347
   0.21400 	    3.09031 	   -0.09397
   0.21500 	    3.09021 	   -0.09447
   0.21600 	    3.09012 	   -0.09498
   0.21700 	    3.09002 	   -0.09548
   0.21800 	    3.08993 	   -0.09599
   0.21900 	    3.08983 	   -0.09650
   0.22000 	    3.08973 	   -0.09700
   0.22100 	    3.08963 	   -0.09751
   0.22200 	    3.08954 	   -0.09802
   0.22300 	    3.08944 	   -0.09853
   0.22400 	    3.08934 	   -0.09905
   0.22500 	    3.08924 	   -0.09956
   0.22600 	    3.08914 	   -0.10007
   0.22700 	    3.08904 	   -0.10059
   0.22800 	    3.08894 	   -0.10110
   0.22900 	    3.08884 	   -0.10162
   0.23000 	    3.08874 	   -0.10214
   0.23100 	    3.08863 	   -0.10266
   0.23200 	    3.08853 	   -0.10318
   0.23300 	    3.08843 	   -0.10370
   0.23400 	    3.08832 	   -0.10422
   0.23500 	    3.08822 	   -0.10474
   0.23600 	    3.08811 	   -0.10527
   0.23700 	    3.08801 	   -0.10579
   0.23800 	    3.08790 	   -0.10632
   0.23900 	    3.08780 	   -0.10684
   0.24000 	    3.08769 	   -0.10737
   0.24100 	    3.08758 	   -0.10790
   0.24200 	    3.08747 	   -0.10843
   0.24300 	    3.08736 	   -0.10896
   0.24400 	    3.08726 	   -0.10949
   0.24500 	    3.08715 	   -0.11003
   0.24600 	    3.08704 	   -0.11056
   0.24700 	    3.08692 	   -0.11110
   0.24800 	    3.08681 	   -0.11163
   0.24900 	    3.08670 	   -0.11217
   0.25000 	    3.08659 	   -0.11271
   0.25100 	    3.08648 	   -0.11325
   0.25200 	    3.08636 	   -0.11379
   0.25300 	    3.08625 	   -0.11433
   0.25400 	    3.08613 	   -0.11488
   0.25500 	    3.08602 	   -0.11542
   0.25600 	    3.08590 	   -0.11597
   0.25700 	    3.08579 	   -0.11651
   0.25800 	    3.08567 	   -0.11706
   0.25900 	    3.08555 	   -0.11761
   0.26000 	    3.08543 	   -0.11816
   0.26100 	    3.08532 	   -0.11871
   0.26200 	    3.08520 	   -0.11926
   0.26300 	    3.08508 	   -0.11982
   0.26400 	    3.08496 	   -0.12037
   0.26500 	    3.08484 	   -0.12093
   0.26600 	    3.08472 	   -0.12148
   0.26700 	    3.08459 	   -0.12204
   0.26800 	    3.08447 	   -0.12260
   0.26900 	    3.08435 	   -0.12316
   0.27000 	    3.08423 	   -0.12372
   0.27100 	    3.08410 	   -0.12429
   0.27200 	    3.08398 	   -0.12485
   0.27300 	    3.08385 	   -0.12542
   0.27400 	    3.08373 	   -0.12598
   0.27500 	    3.08360 	   -0.12655
   0.27600 	    3.08347 	   -0.12712
   0.27700 	    3.08335 	   -0.12769
   0.27800 	    3.08322 	   -0.12826
   0.27900 	    3.08309 	   -0.12884
   0.28000 	    3.08296 	   -0.12941
   0.28100 	    3.08283 	   -0.12999
   0.28200 	    3.08270 	   -0.13056
   0.28300 	    3.08257 	   -0.13114
   0.28400 	    3.08244 	   -0.13172
   0.28500 	    3.08231 	   -0.13230
   0.28600 	    3.08217 	   -0.13288
   0.28700 	    3.08204 	   -0.13347
   0.28800 	    3.08191 	   -0.13405
   0.28900 	    3.08177 	   -0.13464
   0.29000 	    3.08164 	   -0.13522
   0.29100 	    3.08150 	   -0.13581
   0.29200 	    3.08137 	   -0.13640
   0.29300 	    3.08123 	   -0.13699
   0.29400 	    3.08109 	   -0.13759
   0.29500 	    3.08095 	   -0.13818
   0.29600 	    3.08081 	   -0.13877
   0.29700 	    3.08068 	   -0.13937
   0.29800 	    3.08054 	   -0.13997
   0.29900 	    3.08040 	   -0.14057
   0.30000 	    3.08025 	   -0.14117
   0.30100 	    3.08011 	   -0.14177
   0.30200 	    3.07997 	   -0.14237
   0.30300 	    3.07983 	   -0.14298
   0.30400 	    3.07969 	   -0.14359
   0.30500 	    3.07954 	   -0.14419
   0.30600 	    3.07940 	   -0.14480
   0.30700 	    3.07925 	   -0.14541
   0.30800 	    3.07911 	   -0.14602
   0.30900 	    3.07896 	   -0.14664
   0.31000 	    3.07881 	   -0.14725
   0.31100 	    3.07867 	   -0.14787
   0.31200 	    3.07852 	   -0.14849
   0.31300 	    3.07837 	   -0.14911
   0.31400 	    3.07822 	   -0.14973
   0.31500 	    3.07807 	   -0.15035
   0.31600 	    3.07792 	   -0.15097
   0.31700 	    3.07777 	   -0.15160
   0.31800 	    3.07761 	   -0.15222
   0.31900 	    3.07746 	   -0.15285
   0.32000 	    3.07731 	   -0.15348
   0.32100 	    3.07716 	   -0.15411
   0.32200 	    3.07700 	   -0.15474
   0.32300 	    3.07685 	   -0.15538
   0.32400 	    3.07669 	   -0.15601
   0.32500 	    3.07653 	   -0.15665
   0.32600 	    3.07638 	   -0.15729
   0.32700 	    3.07622 	   -0.15793
   0.32800 	    3.07606 	   -0.15857
   0.32900 	    3.07590 	   -0.15921
   0.33000 	    3.07574 	   -0.15986
   0.33100 	    3.07558 	   -0.16050
   0.33200 	    3.07542 	   -0.16115
   0.33300 	    3.07526 	   -0.16180
   0.33400 	    3.07510 	   -0.16245
   0.33500 	    3.07494 	   -0.16311
   0.33600 	    3.07477 	   -0.16376
   0.33700 	    3.07461 	   -0.16442
   0.33800 	    3.07444 	   -0.16507
   0.33900 	    3.07428 	   -0.16573
   0.34000 	    3.07411 	   -0.16639
   0.34100 	    3.07394 	   -0.16705
   0.34200 	    3.07378 	   -0.16772
   0.34300 	    3.07361 	   -0.16838
   0.34400 	    3.07344 	   -0.16905
   0.34500 	    3.07327 	   -0.16972
   0.34600 	    3.07310 	   -0.17039
   0.34700 	    3.07293 	   -0.17106
   0.34800 	    3.07276 	   -0.17174
   0.34900 	    3.07259 	   -0.17241
   0.35000 	    3.07241 	   -0.17309
   0.35100 	    3.07224 	   -0.17377
   0.35200 	    3.07207 	   -0.17445
   0.35300 	    3.07189 	   -0.17513
   0.35400 	    3.07172 	   -0.17582
   0.35500 	    3.07154 	   -0.17650
   0.35600 	    3.07136 	   -0.17719
   0.35700 	    3.07119 	   -0.17788
   0.35800 	    3.07101 	   -0.17857
   0.35900 	    3.07083 	   -0.17926
   0.36000 	    3.07065 	   -0.17996
   0.36100 	    3.07047 	   -0.18065
   0.36200 	    3.07029 	   -0.18135
   0.36300 	    3.07011 	   -0.18205
   0.36400 	    3.06992 	   -0.18275
   0.36500 	    3.06974 	   -0.18346
   0.36600 	    3.06956 	   -0.18416
   0.36700 	    3.06937 	   -0.18487
   0.36800 	    3.06919 	   -0.18558
   0.36900 	    3.06900 	   -0.18629
   0.37000 	    3.06881 	   -0.18700
   0.37100 	    3.06863 	   -0.18771
   0.37200 	    3.06844 	   -0.18843
   0.37300 	    3.06825 	   -0.18915
   0.37400 	    3.06806 	   -0.18987
   0.37500 	    3.06787 	   -0.19059
   0.37600 	    3.06768 	   -0.19131
   0.37700 	    3.06749 	   -0.19204
   0.37800 	    3.06730 	   -0.19277
   0.37900 	    3.06710 	   -0.19349
   0.38000 	    3.06691 	   -0.19423
   0.38100 	    3.06671 	   -0.19496
   0.38200 	    3.06652 	   -0.19569
   0.38300 	    3.06632 	   -0.19643
   0.38400 	    3.06613 	   -0.19717
   0.38500 	    3.06593 	   -0.19791
   0.38600 	    3.06573 	   -0.19865
   0.38700 	    3.06553 	   -0.19940
   0.38800 	    3.06533 	   -0.20014
   0.38900 	    3.06513 	   -0.20089
   0.39000 	    3.06493 	   -0.20164
   0.39100 	    3.06473 	   -0.20239
   0.39200 	    3.06452 	   -0.20315
   0.39300 	    3.06432 	   -0.20390
   0.39400 	    3.06412 	   -0.20466
   0.39500 	    3.06391 	   -0.20542
   0.39600 	    3.06371 	   -0.20618
   0.39700 	    3.06350 	   -0.20695
   0.39800 	    3.06329 	   -0.20772
   0.39900 	    3.06308 	   -0.20848
   0.40000 	    3.06288 	   -0.20925
   0.40100 	    3.06267 	   -0.21003
   0.40200 	    3.06246 	   -0.21080
   0.40300 	    3.06224 	   -0.21158
   0.40400 	    3.06203 	   -0.21236
   0.40500 	    3.06182 	   -0.21314
   0.40600 	    3.06161 	   -0.21392
   0.40700 	    3.06139 	   -0.21470
   0.40800 	    3.06118 	   -0.21549
   0.40900 	    3.06096 	   -0.21628
   0.41000 	    3.06074 	   -0.21707
   0.41100 	    3.06053 	   -0.21787
   0.41200 	    3.06031 	   -0.21866
   0.41300 	    3.06009 	   -0.21946
   0.41400 	    3.05987 	   -0.22026
   0.41500 	    3.05965 	   -0.22106
   0.41600 	    3.05943 	   -0.22186
   0.41700 	    3.05920 	   -0.22267
   0.41800 	    3.05898 	   -0.22348
   0.41900 	    3.05876 	   -0.22429
   0.42000 	    3.05853 	   -0.22510
   0.42100 	    3.05831 	   -0.22592
   0.42200 	    3.05808 	   -0.22673
   0.42300 	    3.05785 	   -0.22755
   0.42400 	    3.05763 	   -0.22838
   0.42500 	    3.05740 	   -0.22920
   0.42600 	    3.05717 	   -0.23003
   0.42700 	    3.05694 	   -0.23085
   0.42800 	    3.05671 	   -0.23168
   0.42900 	    3.05647 	   -0.23252
   0.43000 	    3.05624 	   -0.23335
   0.43100 	    3.05601 	   -0.23419
   0.43200 	    3.05577 	   -0.23503
   0.43300 	    3.05554 	   -0.23587
   0.43400 	    3.05530 	   -0.23672
   0.43500 	    3.05506 	   -0.23756
   0.43600 	    3.05483 	   -0.23841
   0.43700 	    3.05459 	   -0.23926
   0.43800 	    3.05435 	   -0.24012
   0.43900 	    3.05411 	   -0.24097
   0.44000 	    3.05387 	   -0.24183
   0.44100 	    3.05362 	   -0.24269
   0.44200 	    3.05338 	   -0.24355
   0.44300 	    3.05314 	   -0.24442
   0.44400 	    3.05289 	   -0.24529
   0.44500 	    3.05265 	   -0.24616
   0.44600 	    3.05240 	   -0.24703
   0.44700 	    3.05215 	   -0.24791
   0.44800 	    3.05190 	   -0.24878
   0.44900 	    3.05165 	   -0.24966
   0.45000 	    3.05140 	   -0.25055
   0.45100 	    3.05115 	   -0.25143
   0.45200 	    3.05090 	   -0.25232
   0.45300 	    3.05065 	   -0.25321
   0.45400 	    3.05039 	   -0.25410
   0.45500 	    3.05014 	   -0.25499
   0.45600 	    3.04988 	   -0.25589
   0.45700 	    3.04963 	   -0.25679
   0.45800 	    3.04937 	   -0.25769
   0.45900 	    3.04911 	   -0.25860
   0.46000 	    3.04885 	   -0.25950
   0.46100 	    3.04859 	   -0.26041
   0.46200 	    3.04833 	   -0.26133
   0.46300 	    3.04807 	   -0.26224
   0.46400 	    3.04781 	   -0.26316
   0.46500 	    3.04754 	   -0.26408
   0.46600 	    3.04728 	   -0.26500
   0.46700 	    3.04701 	   -0.26593
   0.46800 	    3.04675 	   -0.26685
   0.46900 	    3.04648 	   -0.26778
   0.47000 	    3.04621 	   -0.26872
   0.47100 	    3.04594 	   -0.26965
   0.47200 	    3.04567 	   -0.27059
   0.47300 	    3.04540 	   -0.27153
   0.47400 	    3.04513 	   -0.27248
   0.47500 	    3.04486 	   -0.27342
   0.47600 	    3.04458 	   -0.27437
   0.47700 	    3.04431 	   -0.27532
   0.47800 	    3.04403 	   -0.27628
   0.47900 	    3.04376 	   -0.27723
   0.48000 	    3.04348 	   -0.27819
   0.48100 	    3.04320 	   -0.27916
   0.48200 	    3.04292 	   -0.28012
   0.48300 	    3.04264 	   -0.28109
   0.48400 	    3.04236 	   -0.28206
   0.48500 	    3.04208 	   -0.28303
   0.48600 	    3.04179 	   -0.28401
   0.48700 	    3.04151 	   -0.28499
   0.48800 	    3.04122 	   -0.28597
   0.48900 	    3.04094 	   -0.28695
   0.49000 	    3.04065 	   -0.28794
   0.49100 	    3.04036 	   -0.28893
   0.49200 	    3.04007 	   -0.28992
   0.49300 	    3.03978 	   -0.29092
   0.49400 	    3.03949 	   -0.29192
   0.49500 	    3.03920 	   -0.29292
   0.49600 	    3.03890 	   -0.29392
   0.49700 	    3.03861 	   -0.29493
   0.49800 	    3.03831 	   -0.29594
   0.49900 	    3.03802 	   -0.29695
   0.50000 	    3.03772 	   -0.29797
   0.50100 	    3.03742 	   -0.29899
   0.50200 	    3.03712 	   -0.30001
   0.50300 	    3.03682 	   -0.30103
   0.50400 	    3.03652 	   -0.30206
   0.50500 	    3.03622 	   -0.30309
   0.50600 	    3.03591 	   -0.30412
   0.50700 	    3.03561 	   -0.30516
   0.50800 	    3.03530 	   -0.30620
   0.50900 	    3.03500 	   -0.30724
   0.51000 	    3.03469 	   -0.30829
   0.51100 	    3.03438 	   -0.30933
   0.51200 	    3.03407 	   -0.31039
   0.51300 	    3.03376 	   -0.31144
   0.51400 	    3.03345 	   -0.31250
   0.51500 	    3.03313 	   -0.31356
   0.51600 	    3.03282 	   -0.31462
   0.51700 	    3.03250 	   -0.31569
   0.51800 	    3.03219 	   -0.31676
   0.51900 	    3.03187 	   -0.31783
   0.52000 	    3.03155 	   -0.31891
   0.52100 	    3.03123 	   -0.31998
   0.52200 	    3.03091 	   -0.32107
   0.52300 	    3.03059 	   -0.32215
   0.52400 	    3.03027 	   -0.32324
   0.52500 	    3.02994 	   -0.32433
   0.52600 	    3.02962 	   -0.32543
   0.52700 	    3.02929 	   -0.32652
   0.52800 	    3.02897 	   -0.32763
   0.52900 	    3.02864 	   -0.32873
   0.53000 	    3.02831 	   -0.32984
   0.53100 	    3.02798 	   -0.33095
   0.53200 	    3.02765 	   -0.33206
   0.53300 	    3.02731 	   -0.33318
   0.53400 	    3.02698 	   -0.33430
   0.53500 	    3.02665 	   -0.33542
   0.53600 	    3.02631 	   -0.33655
   0.53700 	    3.02597 	   -0.33768
   0.53800 	    3.02563 	   -0.33881
   0.53900 	    3.02529 	   -0.33995
   0.54000 	    3.02495 	   -0.34109
   0.54100 	    3.02461 	   -0.34223
   0.54200 	    3.02427 	   -0.34338
   0.54300 	    3.02393 	   -0.34453
   0.54400 	    3.02358 	   -0.34568
   0.54500 	    3.02323 	   -0.34684
   0.54600 	    3.02289 	   -0.34800
   0.54700 	    3.02254 	   -0.34916
   0.54800 	    3.02219 	   -0.35033
   0.54900 	    3.02184 	   -0.35150
   0.55000 	    3.02149 	   -0.35267
   0.55100 	    3.02113 	   -0.35385
   0.55200 	    3.02078 	   -0.35503
   0.55300 	    3.02042 	   -0.35621
   0.55400 	    3.02007 	   -0.35740
   0.55500 	    3.01971 	   -0.35859
   0.55600 	    3.01935 	   -0.35979
   0.55700 	    3.01899 	   -0.36099
   0.55800 	    3.01863 	   -0.36219
   0.55900 	    3.01826 	   -0.36339
   0.56000 	    3.01790 	   -0.36460
   0.56100 	    3.01753 	   -0.36581
   0.56200 	    3.01717 	   -0.36703
   0.56300 	    3.01680 	   -0.36825
   0.56400 	    3.01643 	   -0.36947
   0.56500 	    3.01606 	   -0.37070
   0.56600 	    3.01569 	   -0.37193
   0.56700 	    3.01532 	   -0.37316
   0.56800 	    3.01494 	   -0.37440
   0.56900 	    3.01457 	   -0.37564
   0.57000 	    3.01419 	   -0.37688
   0.57100 	    3.01381 	   -0.37813
   0.57200 	    3.01344 	   -0.37938
   0.57300 	    3.01306 	   -0.38064
   0.57400 	    3.01267 	   -0.38190
   0.57500 	    3.01229 	   -0.38316
   0.57600 	    3.01191 	   -0.38443
   0.57700 	    3.01152 	   -0.38570
   0.57800 	    3.01114 	   -0.38697
   0.57900 	    3.01075 	   -0.38825
   0.58000 	    3.01036 	   -0.38953
   0.58100 	    3.00997 	   -0.39082
   0.58200 	    3.00958 	   -0.39211
   0.58300 	    3.00919 	   -0.39340
   0.58400 	    3.00879 	   -0.39470
   0.58500 	    3.00840 	   -0.39600
   0.58600 	    3.00800 	   -0.39730
   0.58700 	    3.00760 	   -0.39861
   0.58800 	    3.00720 	   -0.39992
   0.58900 	    3.00680 	   -0.40124
   0.59000 	    3.00640 	   -0.40256
   0.59100 	    3.00600 	   -0.40389
   0.59200 	    3.00559 	   -0.40521
   0.59300 	    3.00519 	   -0.40655
   0.59400 	    3.00478 	   -0.40788
   0.59500 	    3.00437 	   -0.40922
   0.59600 	    3.00396 	   -0.41057
   0.59700 	    3.00355 	   -0.41191
   0.59800 	    3.00314 	   -0.41327
   0.59900 	    3.00272 	   -0.41462
   0.60000 	    3.00231 	   -0.41598
   0.60100 	    3.00189 	   -0.41735
   0.60200 	    3.00147 	   -0.41871
   0.60300 	    3.00105 	   -0.42009
   0.60400 	    3.00063 	   -0.42146
   0.60500 	    3.00021 	   -0.42284
   0.60600 	    2.99979 	   -0.42423
   0.60700 	    2.99936 	   -0.42561
   0.60800 	    2.99894 	   -0.42701
   0.60900 	    2.99851 	   -0.42840
   0.61000 	    2.99808 	   -0.42981
   0.61100 	    2.99765 	   -0.43121
   0.61200 	    2.99722 	   -0.43262
   0.61300 	    2.99678 	   -0.43403
   0.61400 	    2.99635 	   -0.43545
   0.61500 	    2.99591 	   -0.43687
   0.61600 	    2.99548 	   -0.43830
   0.61700 	    2.99504 	   -0.43973
   0.61800 	    2.99460 	   -0.44116
   0.61900 	    2.99415 	   -0.44260
   0.62000 	    2.99371 	   -0.44405
   0.62100 	    2.99327 	   -0.44549
   0.62200 	    2.99282 	   -0.44695
   0.62300 	    2.99237 	   -0.44840
   0.62400 	    2.99192 	   -0.44986
   0.62500 	    2.99147 	   -0.45133
   0.62600 	    2.99102 	   -0.45280
   0.62700 	    2.99057 	   -0.45427
   0.62800 	    2.99011 	   -0.45575
   0.62900 	    2.98965 	   -0.45723
   0.63000 	    2.98920 	   -0.45872
   0.63100 	    2.98874 	   -0.46021
   0.63200 	    2.98828 	   -0.46171
   0.63300 	    2.98781 	   -0.46321
   0.63400 	    2.98735 	   -0.46471
   0.63500 	    2.98688 	   -0.46622
   0.63600 	    2.98642 	   -0.46773
   0.63700 	    2.98595 	   -0.46925
   0.63800 	    2.98548 	   -0.47078
   0.63900 	    2.98501 	   -0.47230
   0.64000 	    2.98453 	   -0.47384
   0.64100 	    2.98406 	   -0.47537
   0.64200 	    2.98358 	   -0.47691
   0.64300 	    2.98311 	   -0.47846
   0.64400 	    2.98263 	   -0.48001
   0.64500 	    2.98215 	   -0.48157
   0.64600 	    2.98166 	   -0.48313
   0.64700 	    2.98118 	   -0.48469
   0.64800 	    2.98069 	   -0.48626
   0.64900 	    2.98021 	   -0.48783
   0.65000 	    2.97972 	   -0.48941
   0.65100 	    2.97923 	   -0.49100
   0.65200 	    2.97874 	   -0.49258
   0.65300 	    2.97824 	   -0.49418
   0.65400 	    2.97775 	   -0.49577
   0.65500 	    2.97725 	   -0.49738
   0.65600 	    2.97675 	   -0.49898
   0.65700 	    2.97625 	   -0.50060
   0.65800 	    2.97575 	   -0.50221
   0.65900 	    2.97525 	   -0.50383
   0.66000 	    2.97474 	   -0.50546
   0.66100 	    2.97424 	   -0.50709
   0.66200 	    2.97373 	   -0.50873
   0.66300 	    2.97322 	   -0.51037
   0.66400 	    2.97271 	   -0.51202
