t 	 y1 	 y2 	 revisa
  64.35000 	    4.95845 	    0.52855 	   24.86559
  64.40000 	    4.98488 	    0.28062 	   24.92775
  64.45000 	    4.99891 	    0.03138 	   24.99007
  64.50000 	    5.00048 	   -0.21857 	   25.05255
  64.55000 	    4.98955 	   -0.46859 	   25.11518
  64.60000 	    4.96612 	   -0.71807 	   25.17797
  64.65000 	    4.93022 	   -0.96637 	   25.24091
  64.70000 	    4.88190 	   -1.21288 	   25.30401
  64.75000 	    4.82125 	   -1.45698 	   25.36727
  64.80000 	    4.74840 	   -1.69804 	   25.43069
  64.85000 	    4.66350 	   -1.93546 	   25.49427
  64.90000 	    4.56673 	   -2.16864 	   25.55800
  64.95000 	    4.45830 	   -2.39697 	   25.62190
  65.00000 	    4.33845 	   -2.61989 	   25.68595
  65.05000 	    4.20745 	   -2.83681 	   25.75017
  65.10000 	    4.06561 	   -3.04718 	   25.81454
  65.15000 	    3.91326 	   -3.25046 	   25.87908
  65.20000 	    3.75073 	   -3.44613 	   25.94378
  65.25000 	    3.57843 	   -3.63366 	   26.00864
  65.30000 	    3.39674 	   -3.81258 	   26.07366
  65.35000 	    3.20611 	   -3.98242 	   26.13884
  65.40000 	    3.00699 	   -4.14273 	   26.20419
  65.45000 	    2.79986 	   -4.29308 	   26.26970
  65.50000 	    2.58520 	   -4.43307 	   26.33537
  65.55000 	    2.36355 	   -4.56233 	   26.40121
  65.60000 	    2.13543 	   -4.68051 	   26.46722
  65.65000 	    1.90141 	   -4.78728 	   26.53338
  65.70000 	    1.66204 	   -4.88235 	   26.59972
  65.75000 	    1.41793 	   -4.96545 	   26.66622
  65.80000 	    1.16965 	   -5.03635 	   26.73288
  65.85000 	    0.91784 	   -5.09483 	   26.79971
  65.90000 	    0.66309 	   -5.14072 	   26.86671
  65.95000 	    0.40606 	   -5.17388 	   26.93388
  66.00000 	    0.14736 	   -5.19418 	   27.00121
  66.05000 	   -0.11235 	   -5.20155 	   27.06872
  66.10000 	   -0.37242 	   -5.19593 	   27.13639
  66.15000 	   -0.63222 	   -5.17731 	   27.20423
  66.20000 	   -0.89108 	   -5.14570 	   27.27224
  66.25000 	   -1.14837 	   -5.10114 	   27.34042
  66.30000 	   -1.40343 	   -5.04373 	   27.40877
  66.35000 	   -1.65561 	   -4.97355 	   27.47729
  66.40000 	   -1.90429 	   -4.89077 	   27.54599
  66.45000 	   -2.14883 	   -4.79556 	   27.61485
  66.50000 	   -2.38861 	   -4.68812 	   27.68389
  66.55000 	   -2.62301 	   -4.56869 	   27.75310
  66.60000 	   -2.85145 	   -4.43754 	   27.82248
  66.65000 	   -3.07332 	   -4.29496 	   27.89204
  66.70000 	   -3.28807 	   -4.14130 	   27.96177
  66.75000 	   -3.49514 	   -3.97689 	   28.03167
  66.80000 	   -3.69398 	   -3.80214 	   28.10175
  66.85000 	   -3.88409 	   -3.61744 	   28.17201
  66.90000 	   -4.06496 	   -3.42323 	   28.24244
  66.95000 	   -4.23612 	   -3.21999 	   28.31304
  67.00000 	   -4.39712 	   -3.00818 	   28.38383
  67.05000 	   -4.54753 	   -2.78832 	   28.45479
  67.10000 	   -4.68695 	   -2.56095 	   28.52592
  67.15000 	   -4.81499 	   -2.32660 	   28.59724
  67.20000 	   -4.93132 	   -2.08585 	   28.66873
  67.25000 	   -5.03562 	   -1.83928 	   28.74040
  67.30000 	   -5.12758 	   -1.58750 	   28.81225
  67.35000 	   -5.20696 	   -1.33112 	   28.88428
  67.40000 	   -5.27351 	   -1.07078 	   28.95649
  67.45000 	   -5.32705 	   -0.80710 	   29.02889
  67.50000 	   -5.36741 	   -0.54075 	   29.10146
  67.55000 	   -5.39444 	   -0.27238 	   29.17421
  67.60000 	   -5.40806 	   -0.00266 	   29.24715
  67.65000 	   -5.40820 	    0.26775 	   29.32026
  67.70000 	   -5.39481 	    0.53816 	   29.39357
  67.75000 	   -5.36790 	    0.80790 	   29.46705
  67.80000 	   -5.32751 	    1.07629 	   29.54072
  67.85000 	   -5.27369 	    1.34267 	   29.61457
  67.90000 	   -5.20656 	    1.60635 	   29.68861
  67.95000 	   -5.12624 	    1.86668 	   29.76283
  68.00000 	   -5.03291 	    2.12299 	   29.83723
  68.05000 	   -4.92676 	    2.37464 	   29.91183
  68.10000 	   -4.80802 	    2.62098 	   29.98661
  68.15000 	   -4.67698 	    2.86138 	   30.06157
  68.20000 	   -4.53391 	    3.09523 	   30.13673
  68.25000 	   -4.37915 	    3.32192 	   30.21207
  68.30000 	   -4.21305 	    3.54088 	   30.28760
  68.35000 	   -4.03601 	    3.75153 	   30.36332
  68.40000 	   -3.84843 	    3.95333 	   30.43923
  68.45000 	   -3.65076 	    4.14575 	   30.51532
  68.50000 	   -3.44347 	    4.32829 	   30.59161
  68.55000 	   -3.22706 	    4.50046 	   30.66809
  68.60000 	   -3.00204 	    4.66182 	   30.74476
  68.65000 	   -2.76895 	    4.81192 	   30.82162
  68.70000 	   -2.52835 	    4.95037 	   30.89868
  68.75000 	   -2.28083 	    5.07678 	   30.97592
  68.80000 	   -2.02699 	    5.19083 	   31.05336
  68.85000 	   -1.76745 	    5.29217 	   31.13100
  68.90000 	   -1.50284 	    5.38055 	   31.20883
  68.95000 	   -1.23382 	    5.45569 	   31.28685
  69.00000 	   -0.96103 	    5.51738 	   31.36506
  69.05000 	   -0.68516 	    5.56543 	   31.44348
  69.10000 	   -0.40689 	    5.59969 	   31.52209
  69.15000 	   -0.12691 	    5.62003 	   31.60089
  69.20000 	    0.15410 	    5.62638 	   31.67989
  69.25000 	    0.43542 	    5.61867 	   31.75909
  69.30000 	    0.71635 	    5.59690 	   31.83849
  69.35000 	    0.99619 	    5.56109 	   31.91809
  69.40000 	    1.27425 	    5.51128 	   31.99788
  69.45000 	    1.54981 	    5.44756 	   32.07788
  69.50000 	    1.82219 	    5.37007 	   32.15807
  69.55000 	    2.09069 	    5.27896 	   32.23847
  69.60000 	    2.35464 	    5.17443 	   32.31906
  69.65000 	    2.61336 	    5.05670 	   32.39986
  69.70000 	    2.86620 	    4.92603 	   32.48086
  69.75000 	    3.11250 	    4.78272 	   32.56206
  69.80000 	    3.35164 	    4.62709 	   32.64347
  69.85000 	    3.58299 	    4.45951 	   32.72508
  69.90000 	    3.80597 	    4.28036 	   32.80689
  69.95000 	    4.01998 	    4.09006 	   32.88891
  70.00000 	    4.22449 	    3.88907 	   32.97113
  70.05000 	    4.41894 	    3.67784 	   33.05356
  70.10000 	    4.60283 	    3.45689 	   33.13619
  70.15000 	    4.77568 	    3.22675 	   33.21903
  70.20000 	    4.93702 	    2.98797 	   33.30208
  70.25000 	    5.08641 	    2.74112 	   33.38533
  70.30000 	    5.22347 	    2.48680 	   33.46880
  70.35000 	    5.34781 	    2.22562 	   33.55247
  70.40000 	    5.45909 	    1.95823 	   33.63635
  70.45000 	    5.55700 	    1.68528 	   33.72044
  70.50000 	    5.64127 	    1.40743 	   33.80474
  70.55000 	    5.71164 	    1.12537 	   33.88925
  70.60000 	    5.76791 	    0.83978 	   33.97398
  70.65000 	    5.80990 	    0.55139 	   34.05891
  70.70000 	    5.83746 	    0.26089 	   34.14406
  70.75000 	    5.85051 	   -0.03098 	   34.22942
  70.80000 	    5.84896 	   -0.32351 	   34.31499
  70.85000 	    5.83279 	   -0.61595 	   34.40078
  70.90000 	    5.80199 	   -0.90759 	   34.48678
  70.95000 	    5.75661 	   -1.19769 	   34.57300
  71.00000 	    5.69672 	   -1.48552 	   34.65943
  71.05000 	    5.62245 	   -1.77036 	   34.74608
  71.10000 	    5.53393 	   -2.05148 	   34.83295
  71.15000 	    5.43135 	   -2.32818 	   34.92003
  71.20000 	    5.31495 	   -2.59975 	   35.00733
  71.25000 	    5.18496 	   -2.86549 	   35.09485
  71.30000 	    5.04168 	   -3.12474 	   35.18258
  71.35000 	    4.88545 	   -3.37682 	   35.27054
  71.40000 	    4.71661 	   -3.62110 	   35.35872
  71.45000 	    4.53555 	   -3.85693 	   35.44711
  71.50000 	    4.34270 	   -4.08370 	   35.53573
  71.55000 	    4.13852 	   -4.30084 	   35.62457
  71.60000 	    3.92348 	   -4.50777 	   35.71363
  71.65000 	    3.69809 	   -4.70394 	   35.80292
  71.70000 	    3.46289 	   -4.88884 	   35.89242
  71.75000 	    3.21845 	   -5.06199 	   35.98215
  71.80000 	    2.96535 	   -5.22291 	   36.07211
  71.85000 	    2.70420 	   -5.37118 	   36.16229
  71.90000 	    2.43565 	   -5.50639 	   36.25270
  71.95000 	    2.16033 	   -5.62817 	   36.34333
  72.00000 	    1.87892 	   -5.73619 	   36.43419
  72.05000 	    1.59211 	   -5.83013 	   36.52527
  72.10000 	    1.30060 	   -5.90974 	   36.61658
  72.15000 	    1.00511 	   -5.97477 	   36.70813
  72.20000 	    0.70638 	   -6.02503 	   36.79990
  72.25000 	    0.40513 	   -6.06034 	   36.89190
  72.30000 	    0.10211 	   -6.08060 	   36.98413
  72.35000 	   -0.20192 	   -6.08571 	   37.07659
  72.40000 	   -0.50621 	   -6.07561 	   37.16928
  72.45000 	   -0.80999 	   -6.05030 	   37.26220
  72.50000 	   -1.11250 	   -6.00980 	   37.35536
  72.55000 	   -1.41299 	   -5.95417 	   37.44874
  72.60000 	   -1.71070 	   -5.88352 	   37.54237
  72.65000 	   -2.00488 	   -5.79799 	   37.63622
  72.70000 	   -2.29478 	   -5.69775 	   37.73031
  72.75000 	   -2.57966 	   -5.58301 	   37.82464
  72.80000 	   -2.85881 	   -5.45402 	   37.91920
  72.85000 	   -3.13152 	   -5.31108 	   38.01400
  72.90000 	   -3.39707 	   -5.15451 	   38.10903
  72.95000 	   -3.65480 	   -4.98465 	   38.20431
  73.00000 	   -3.90403 	   -4.80191 	   38.29982
  73.05000 	   -4.14412 	   -4.60671 	   38.39557
  73.10000 	   -4.37446 	   -4.39951 	   38.49155
  73.15000 	   -4.59444 	   -4.18078 	   38.58778
  73.20000 	   -4.80347 	   -3.95106 	   38.68425
  73.25000 	   -5.00103 	   -3.71089 	   38.78096
  73.30000 	   -5.18657 	   -3.46084 	   38.87792
  73.35000 	   -5.35961 	   -3.20151 	   38.97511
  73.40000 	   -5.51969 	   -2.93353 	   39.07255
  73.45000 	   -5.66637 	   -2.65754 	   39.17023
  73.50000 	   -5.79924 	   -2.37422 	   39.26816
  73.55000 	   -5.91795 	   -2.08426 	   39.36633
  73.60000 	   -6.02217 	   -1.78836 	   39.46474
  73.65000 	   -6.11159 	   -1.48726 	   39.56340
  73.70000 	   -6.18595 	   -1.18168 	   39.66231
  73.75000 	   -6.24503 	   -0.87238 	   39.76147
  73.80000 	   -6.28865 	   -0.56013 	   39.86087
  73.85000 	   -6.31666 	   -0.24570 	   39.96052
  73.90000 	   -6.32894 	    0.07014 	   40.06042
  73.95000 	   -6.32544 	    0.38658 	   40.16058
  74.00000 	   -6.30611 	    0.70286 	   40.26098
  74.05000 	   -6.27096 	    1.01816 	   40.36163
  74.10000 	   -6.22005 	    1.33171 	   40.46253
  74.15000 	   -6.15347 	    1.64271 	   40.56369
  74.20000 	   -6.07133 	    1.95039 	   40.66510
  74.25000 	   -5.97381 	    2.25395 	   40.76676
  74.30000 	   -5.86112 	    2.55264 	   40.86868
  74.35000 	   -5.73348 	    2.84570 	   40.97085
  74.40000 	   -5.59120 	    3.13237 	   41.07328
  74.45000 	   -5.43458 	    3.41193 	   41.17596
  74.50000 	   -5.26398 	    3.68366 	   41.27890
  74.55000 	   -5.07980 	    3.94686 	   41.38210
  74.60000 	   -4.88246 	    4.20085 	   41.48555
  74.65000 	   -4.67242 	    4.44497 	   41.58927
  74.70000 	   -4.45017 	    4.67860 	   41.69324
  74.75000 	   -4.21624 	    4.90110 	   41.79747
  74.80000 	   -3.97118 	    5.11192 	   41.90197
  74.85000 	   -3.71559 	    5.31047 	   42.00672
  74.90000 	   -3.45006 	    5.49625 	   42.11174
  74.95000 	   -3.17525 	    5.66876 	   42.21702
  75.00000 	   -2.89181 	    5.82752 	   42.32256
  75.05000 	   -2.60044 	    5.97211 	   42.42837
  75.10000 	   -2.30183 	    6.10213 	   42.53444
  75.15000 	   -1.99672 	    6.21722 	   42.64077
  75.20000 	   -1.68586 	    6.31706 	   42.74738
  75.25000 	   -1.37001 	    6.40135 	   42.85424
  75.30000 	   -1.04994 	    6.46985 	   42.96138
  75.35000 	   -0.72645 	    6.52235 	   43.06878
  75.40000 	   -0.40033 	    6.55867 	   43.17646
  75.45000 	   -0.07240 	    6.57869 	   43.28440
  75.50000 	    0.25654 	    6.58231 	   43.39261
  75.55000 	    0.58565 	    6.56948 	   43.50109
  75.60000 	    0.91413 	    6.54020 	   43.60984
  75.65000 	    1.24114 	    6.49449 	   43.71887
  75.70000 	    1.56586 	    6.43244 	   43.82816
  75.75000 	    1.88748 	    6.35414 	   43.93773
  75.80000 	    2.20519 	    6.25977 	   44.04758
  75.85000 	    2.51818 	    6.14951 	   44.15770
  75.90000 	    2.82565 	    6.02360 	   44.26809
  75.95000 	    3.12683 	    5.88232 	   44.37876
  76.00000 	    3.42095 	    5.72598 	   44.48971
  76.05000 	    3.70725 	    5.55493 	   44.60093
  76.10000 	    3.98499 	    5.36957 	   44.71244
  76.15000 	    4.25347 	    5.17032 	   44.82422
  76.20000 	    4.51199 	    4.95764 	   44.93628
  76.25000 	    4.75987 	    4.73204 	   45.04862
  76.30000 	    4.99647 	    4.49405 	   45.16124
  76.35000 	    5.22118 	    4.24423 	   45.27414
  76.40000 	    5.43339 	    3.98317 	   45.38733
  76.45000 	    5.63255 	    3.71150 	   45.50080
  76.50000 	    5.81812 	    3.42987 	   45.61455
  76.55000 	    5.98961 	    3.13897 	   45.72858
  76.60000 	    6.14656 	    2.83948 	   45.84291
  76.65000 	    6.28854 	    2.53216 	   45.95751
  76.70000 	    6.41514 	    2.21773 	   46.07241
  76.75000 	    6.52603 	    1.89697 	   46.18759
  76.80000 	    6.62088 	    1.57067 	   46.30306
  76.85000 	    6.69941 	    1.23963 	   46.41881
  76.90000 	    6.76139 	    0.90466 	   46.53486
  76.95000 	    6.80663 	    0.56659 	   46.65120
  77.00000 	    6.83496 	    0.22626 	   46.76783
  77.05000 	    6.84627 	   -0.11549 	   46.88475
  77.10000 	    6.84050 	   -0.45781 	   47.00196
  77.15000 	    6.81760 	   -0.79983 	   47.11946
  77.20000 	    6.77761 	   -1.14071 	   47.23726
  77.25000 	    6.72058 	   -1.47959 	   47.35535
  77.30000 	    6.64660 	   -1.81562 	   47.47374
  77.35000 	    6.55582 	   -2.14795 	   47.59243
  77.40000 	    6.44842 	   -2.47574 	   47.71141
  77.45000 	    6.32463 	   -2.79816 	   47.83069
  77.50000 	    6.18472 	   -3.11439 	   47.95026
  77.55000 	    6.02900 	   -3.42363 	   48.07014
  77.60000 	    5.85782 	   -3.72508 	   48.19032
  77.65000 	    5.67157 	   -4.01797 	   48.31079
  77.70000 	    5.47067 	   -4.30155 	   48.43157
  77.75000 	    5.25559 	   -4.57508 	   48.55265
  77.80000 	    5.02684 	   -4.83786 	   48.67403
  77.85000 	    4.78495 	   -5.08920 	   48.79571
  77.90000 	    4.53049 	   -5.32845 	   48.91770
  77.95000 	    4.26406 	   -5.55498 	   49.04000
  78.00000 	    3.98631 	   -5.76818 	   49.16260
  78.05000 	    3.69791 	   -5.96750 	   49.28550
  78.10000 	    3.39953 	   -6.15239 	   49.40872
  78.15000 	    3.09191 	   -6.32237 	   49.53224
  78.20000 	    2.77579 	   -6.47696 	   49.65607
  78.25000 	    2.45194 	   -6.61575 	   49.78021
  78.30000 	    2.12116 	   -6.73835 	   49.90466
  78.35000 	    1.78424 	   -6.84441 	   50.02942
  78.40000 	    1.44202 	   -6.93362 	   50.15450
  78.45000 	    1.09534 	   -7.00572 	   50.27988
  78.50000 	    0.74505 	   -7.06049 	   50.40558
  78.55000 	    0.39203 	   -7.09774 	   50.53160
  78.60000 	    0.03714 	   -7.11734 	   50.65792
  78.65000 	   -0.31873 	   -7.11920 	   50.78457
  78.70000 	   -0.67469 	   -7.10326 	   50.91153
  78.75000 	   -1.02985 	   -7.06953 	   51.03881
  78.80000 	   -1.38333 	   -7.01804 	   51.16641
  78.85000 	   -1.73423 	   -6.94887 	   51.29432
  78.90000 	   -2.08167 	   -6.86216 	   51.42256
  78.95000 	   -2.42478 	   -6.75807 	   51.55111
  79.00000 	   -2.76268 	   -6.63683 	   51.67999
  79.05000 	   -3.09452 	   -6.49870 	   51.80919
  79.10000 	   -3.41946 	   -6.34397 	   51.93872
  79.15000 	   -3.73666 	   -6.17300 	   52.06856
  79.20000 	   -4.04531 	   -5.98617 	   52.19873
  79.25000 	   -4.34462 	   -5.78390 	   52.32923
  79.30000 	   -4.63381 	   -5.56667 	   52.46005
  79.35000 	   -4.91215 	   -5.33498 	   52.59120
  79.40000 	   -5.17889 	   -5.08937 	   52.72268
  79.45000 	   -5.43336 	   -4.83043 	   52.85449
  79.50000 	   -5.67488 	   -4.55876 	   52.98662
  79.55000 	   -5.90282 	   -4.27502 	   53.11909
  79.60000 	   -6.11657 	   -3.97988 	   53.25189
  79.65000 	   -6.31557 	   -3.67405 	   53.38502
  79.70000 	   -6.49927 	   -3.35827 	   53.51848
  79.75000 	   -6.66718 	   -3.03331 	   53.65228
  79.80000 	   -6.81885 	   -2.69995 	   53.78641
  79.85000 	   -6.95385 	   -2.35900 	   53.92087
  79.90000 	   -7.07180 	   -2.01131 	   54.05568
  79.95000 	   -7.17236 	   -1.65772 	   54.19082
  80.00000 	   -7.25525 	   -1.29910 	   54.32629
  80.05000 	   -7.32020 	   -0.93634 	   54.46211
  80.10000 	   -7.36702 	   -0.57033 	   54.59826
  80.15000 	   -7.39554 	   -0.20198 	   54.73476
  80.20000 	   -7.40564 	    0.16780 	   54.87160
  80.25000 	   -7.39725 	    0.53808 	   55.00878
  80.30000 	   -7.37034 	    0.90794 	   55.14630
  80.35000 	   -7.32494 	    1.27646 	   55.28416
  80.40000 	   -7.26112 	    1.64270 	   55.42237
  80.45000 	   -7.17899 	    2.00576 	   55.56093
  80.50000 	   -7.07870 	    2.36471 	   55.69983
  80.55000 	   -6.96046 	    2.71865 	   55.83908
  80.60000 	   -6.82453 	    3.06667 	   55.97868
  80.65000 	   -6.67120 	    3.40790 	   56.11863
  80.70000 	   -6.50080 	    3.74145 	   56.25892
  80.75000 	   -6.31373 	    4.06650 	   56.39957
  80.80000 	   -6.11041 	    4.38218 	   56.54057
  80.85000 	   -5.89130 	    4.68770 	   56.68192
  80.90000 	   -5.65691 	    4.98227 	   56.82362
  80.95000 	   -5.40780 	    5.26511 	   56.96568
  81.00000 	   -5.14454 	    5.53550 	   57.10810
  81.05000 	   -4.86777 	    5.79273 	   57.25087
  81.10000 	   -4.57813 	    6.03612 	   57.39400
  81.15000 	   -4.27632 	    6.26502 	   57.53748
  81.20000 	   -3.96307 	    6.47884 	   57.68132
  81.25000 	   -3.63913 	    6.67699 	   57.82553
  81.30000 	   -3.30528 	    6.85895 	   57.97009
  81.35000 	   -2.96233 	    7.02421 	   58.11502
  81.40000 	   -2.61112 	    7.17233 	   58.26030
  81.45000 	   -2.25251 	    7.30289 	   58.40595
  81.50000 	   -1.88736 	    7.41551 	   58.55197
  81.55000 	   -1.51659 	    7.50988 	   58.69835
  81.60000 	   -1.14109 	    7.58571 	   58.84510
  81.65000 	   -0.76181 	    7.64277 	   58.99221
  81.70000 	   -0.37967 	    7.68086 	   59.13969
  81.75000 	    0.00437 	    7.69984 	   59.28754
  81.80000 	    0.38937 	    7.69962 	   59.43576
  81.85000 	    0.77435 	    7.68015 	   59.58435
  81.90000 	    1.15835 	    7.64143 	   59.73331
  81.95000 	    1.54043 	    7.58352 	   59.88264
  82.00000 	    1.91960 	    7.50650 	   60.03235
  82.05000 	    2.29493 	    7.41052 	   60.18243
  82.10000 	    2.66545 	    7.29577 	   60.33288
  82.15000 	    3.03024 	    7.16250 	   60.48372
  82.20000 	    3.38837 	    7.01098 	   60.63492
  82.25000 	    3.73891 	    6.84157 	   60.78651
  82.30000 	    4.08099 	    6.65462 	   60.93848
  82.35000 	    4.41372 	    6.45057 	   61.09082
  82.40000 	    4.73625 	    6.22988 	   61.24355
  82.45000 	    5.04775 	    5.99307 	   61.39666
  82.50000 	    5.34740 	    5.74068 	   61.55015
  82.55000 	    5.63443 	    5.47331 	   61.70403
  82.60000 	    5.90810 	    5.19159 	   61.85829
  82.65000 	    6.16768 	    4.89619 	   62.01293
  82.70000 	    6.41249 	    4.58780 	   62.16797
  82.75000 	    6.64188 	    4.26718 	   62.32339
  82.80000 	    6.85524 	    3.93509 	   62.47919
  82.85000 	    7.05199 	    3.59232 	   62.63539
  82.90000 	    7.23161 	    3.23972 	   62.79198
  82.95000 	    7.39360 	    2.87814 	   62.94896
  83.00000 	    7.53750 	    2.50846 	   63.10633
  83.05000 	    7.66293 	    2.13159 	   63.26410
  83.10000 	    7.76951 	    1.74844 	   63.42226
  83.15000 	    7.85693 	    1.35997 	   63.58081
  83.20000 	    7.92493 	    0.96712 	   63.73977
  83.25000 	    7.97328 	    0.57087 	   63.89912
  83.30000 	    8.00183 	    0.17221 	   64.05886
  83.35000 	    8.01044 	   -0.22788 	   64.21901
  83.40000 	    7.99904 	   -0.62840 	   64.37956
  83.45000 	    7.96762 	   -1.02835 	   64.54051
  83.50000 	    7.91620 	   -1.42674 	   64.70186
  83.55000 	    7.84487 	   -1.82255 	   64.86361
  83.60000 	    7.75374 	   -2.21479 	   65.02577
  83.65000 	    7.64300 	   -2.60248 	   65.18834
  83.70000 	    7.51288 	   -2.98463 	   65.35131
  83.75000 	    7.36365 	   -3.36027 	   65.51469
  83.80000 	    7.19563 	   -3.72845 	   65.67847
  83.85000 	    7.00921 	   -4.08823 	   65.84267
  83.90000 	    6.80480 	   -4.43869 	   66.00728
  83.95000 	    6.58286 	   -4.77893 	   66.17229
  84.00000 	    6.34392 	   -5.10808 	   66.33772
  84.05000 	    6.08851 	   -5.42527 	   66.50357
  84.10000 	    5.81725 	   -5.72970 	   66.66983
  84.15000 	    5.53076 	   -6.02056 	   66.83650
  84.20000 	    5.22974 	   -6.29710 	   67.00359
  84.25000 	    4.91488 	   -6.55859 	   67.17110
  84.30000 	    4.58695 	   -6.80433 	   67.33903
  84.35000 	    4.24673 	   -7.03368 	   67.50738
  84.40000 	    3.89505 	   -7.24601 	   67.67615
  84.45000 	    3.53275 	   -7.44077 	   67.84534
  84.50000 	    3.16071 	   -7.61740 	   68.01495
  84.55000 	    2.77984 	   -7.77544 	   68.18499
  84.60000 	    2.39107 	   -7.91443 	   68.35545
  84.65000 	    1.99535 	   -8.03399 	   68.52634
  84.70000 	    1.59365 	   -8.13375 	   68.69765
  84.75000 	    1.18696 	   -8.21344 	   68.86940
  84.80000 	    0.77629 	   -8.27278 	   69.04157
  84.85000 	    0.36265 	   -8.31160 	   69.21418
  84.90000 	   -0.05293 	   -8.32973 	   69.38721
  84.95000 	   -0.46942 	   -8.32708 	   69.56068
  85.00000 	   -0.88577 	   -8.30361 	   69.73458
  85.05000 	   -1.30095 	   -8.25932 	   69.90892
  85.10000 	   -1.71392 	   -8.19428 	   70.08369
  85.15000 	   -2.12363 	   -8.10858 	   70.25890
  85.20000 	   -2.52906 	   -8.00240 	   70.43455
  85.25000 	   -2.92918 	   -7.87595 	   70.61063
  85.30000 	   -3.32298 	   -7.72949 	   70.78716
  85.35000 	   -3.70945 	   -7.56334 	   70.96413
  85.40000 	   -4.08762 	   -7.37787 	   71.14154
  85.45000 	   -4.45651 	   -7.17348 	   71.31939
  85.50000 	   -4.81519 	   -6.95066 	   71.49769
  85.55000 	   -5.16272 	   -6.70990 	   71.67643
  85.60000 	   -5.49821 	   -6.45176 	   71.85563
  85.65000 	   -5.82080 	   -6.17685 	   72.03526
  85.70000 	   -6.12965 	   -5.88581 	   72.21535
  85.75000 	   -6.42394 	   -5.57933 	   72.39589
  85.80000 	   -6.70290 	   -5.25813 	   72.57688
  85.85000 	   -6.96581 	   -4.92299 	   72.75832
  85.90000 	   -7.21196 	   -4.57470 	   72.94022
  85.95000 	   -7.44069 	   -4.21410 	   73.12257
  86.00000 	   -7.65140 	   -3.84207 	   73.30538
  86.05000 	   -7.84350 	   -3.45950 	   73.48864
  86.10000 	   -8.01648 	   -3.06732 	   73.67236
  86.15000 	   -8.16984 	   -2.66650 	   73.85654
  86.20000 	   -8.30317 	   -2.25800 	   74.04118
  86.25000 	   -8.41607 	   -1.84285 	   74.22629
  86.30000 	   -8.50821 	   -1.42204 	   74.41185
  86.35000 	   -8.57931 	   -0.99663 	   74.59788
  86.40000 	   -8.62914 	   -0.56767 	   74.78438
  86.45000 	   -8.65753 	   -0.13621 	   74.97134
  86.50000 	   -8.66434 	    0.29667 	   75.15877
  86.55000 	   -8.64950 	    0.72988 	   75.34666
  86.60000 	   -8.61301 	    1.16236 	   75.53503
  86.65000 	   -8.55489 	    1.59301 	   75.72387
  86.70000 	   -8.47524 	    2.02075 	   75.91318
  86.75000 	   -8.37420 	    2.44452 	   76.10296
  86.80000 	   -8.25198 	    2.86323 	   76.29322
  86.85000 	   -8.10882 	    3.27583 	   76.48395
  86.90000 	   -7.94503 	    3.68127 	   76.67516
  86.95000 	   -7.76096 	    4.07852 	   76.86685
  87.00000 	   -7.55704 	    4.46657 	   77.05901
  87.05000 	   -7.33371 	    4.84442 	   77.25166
  87.10000 	   -7.09149 	    5.21110 	   77.44479
  87.15000 	   -6.83093 	    5.56568 	   77.63840
  87.20000 	   -6.55265 	    5.90722 	   77.83250
  87.25000 	   -6.25729 	    6.23486 	   78.02708
  87.30000 	   -5.94554 	    6.54772 	   78.22215
  87.35000 	   -5.61816 	    6.84500 	   78.41770
  87.40000 	   -5.27591 	    7.12591 	   78.61375
  87.45000 	   -4.91961 	    7.38970 	   78.81028
  87.50000 	   -4.55013 	    7.63568 	   79.00731
  87.55000 	   -4.16834 	    7.86319 	   79.20483
  87.60000 	   -3.77518 	    8.07161 	   79.40284
  87.65000 	   -3.37160 	    8.26036 	   79.60134
  87.70000 	   -2.95859 	    8.42895 	   79.80035
  87.75000 	   -2.53714 	    8.57687 	   79.99985
  87.80000 	   -2.10830 	    8.70373 	   80.19985
  87.85000 	   -1.67311 	    8.80915 	   80.40035
  87.90000 	   -1.23265 	    8.89280 	   80.60135
  87.95000 	   -0.78801 	    8.95443 	   80.80285
  88.00000 	   -0.34029 	    8.99383 	   81.00486
  88.05000 	    0.10940 	    9.01085 	   81.20737
  88.10000 	    0.55994 	    9.00538 	   81.41039
  88.15000 	    1.01021 	    8.97738 	   81.61392
  88.20000 	    1.45908 	    8.92687 	   81.81795
  88.25000 	    1.90543 	    8.85392 	   82.02250
  88.30000 	    2.34812 	    8.75865 	   82.22755
  88.35000 	    2.78605 	    8.64124 	   82.43312
  88.40000 	    3.21812 	    8.50194 	   82.63920
  88.45000 	    3.64321 	    8.34103 	   82.84580
  88.50000 	    4.06026 	    8.15887 	   83.05292
  88.55000 	    4.46821 	    7.95586 	   83.26055
  88.60000 	    4.86600 	    7.73245 	   83.46870
  88.65000 	    5.25262 	    7.48915 	   83.67737
  88.70000 	    5.62708 	    7.22652 	   83.88657
  88.75000 	    5.98841 	    6.94516 	   84.09628
  88.80000 	    6.33566 	    6.64574 	   84.30652
  88.85000 	    6.66795 	    6.32896 	   84.51729
  88.90000 	    6.98440 	    5.99556 	   84.72858
  88.95000 	    7.28418 	    5.64634 	   84.94040
  89.00000 	    7.56649 	    5.28213 	   85.15275
  89.05000 	    7.83060 	    4.90381 	   85.36564
  89.10000 	    8.07579 	    4.51228 	   85.57905
  89.15000 	    8.30141 	    4.10849 	   85.79300
  89.20000 	    8.50683 	    3.69342 	   86.00748
  89.25000 	    8.69150 	    3.26808 	   86.22250
