t 	 u 	 du
   0.00000 	    1.57080 	    0.00000
   0.00100 	    1.57079 	   -0.00981
   0.00200 	    1.57078 	   -0.01962
   0.00300 	    1.57075 	   -0.02943
   0.00400 	    1.57072 	   -0.03924
   0.00500 	    1.57067 	   -0.04905
   0.00600 	    1.57062 	   -0.05886
   0.00700 	    1.57056 	   -0.06867
   0.00800 	    1.57048 	   -0.07848
   0.00900 	    1.57040 	   -0.08829
   0.01000 	    1.57031 	   -0.09810
   0.01100 	    1.57020 	   -0.10791
   0.01200 	    1.57009 	   -0.11772
   0.01300 	    1.56997 	   -0.12753
   0.01400 	    1.56983 	   -0.13734
   0.01500 	    1.56969 	   -0.14715
   0.01600 	    1.56954 	   -0.15696
   0.01700 	    1.56938 	   -0.16677
   0.01800 	    1.56921 	   -0.17658
   0.01900 	    1.56903 	   -0.18639
   0.02000 	    1.56883 	   -0.19620
   0.02100 	    1.56863 	   -0.20601
   0.02200 	    1.56842 	   -0.21582
   0.02300 	    1.56820 	   -0.22563
   0.02400 	    1.56797 	   -0.23544
   0.02500 	    1.56773 	   -0.24525
   0.02600 	    1.56748 	   -0.25506
   0.02700 	    1.56722 	   -0.26487
   0.02800 	    1.56695 	   -0.27468
   0.02900 	    1.56667 	   -0.28449
   0.03000 	    1.56638 	   -0.29430
   0.03100 	    1.56608 	   -0.30411
   0.03200 	    1.56577 	   -0.31392
   0.03300 	    1.56545 	   -0.32373
   0.03400 	    1.56513 	   -0.33354
   0.03500 	    1.56479 	   -0.34335
   0.03600 	    1.56444 	   -0.35316
   0.03700 	    1.56408 	   -0.36297
   0.03800 	    1.56371 	   -0.37278
   0.03900 	    1.56334 	   -0.38259
   0.04000 	    1.56295 	   -0.39240
   0.04100 	    1.56255 	   -0.40221
   0.04200 	    1.56214 	   -0.41202
   0.04300 	    1.56173 	   -0.42183
   0.04400 	    1.56130 	   -0.43164
   0.04500 	    1.56086 	   -0.44145
   0.04600 	    1.56042 	   -0.45126
   0.04700 	    1.55996 	   -0.46106
   0.04800 	    1.55950 	   -0.47087
   0.04900 	    1.55902 	   -0.48068
   0.05000 	    1.55853 	   -0.49049
   0.05100 	    1.55804 	   -0.50030
   0.05200 	    1.55753 	   -0.51011
   0.05300 	    1.55702 	   -0.51992
   0.05400 	    1.55649 	   -0.52973
   0.05500 	    1.55596 	   -0.53954
   0.05600 	    1.55541 	   -0.54935
   0.05700 	    1.55486 	   -0.55916
   0.05800 	    1.55430 	   -0.56896
   0.05900 	    1.55372 	   -0.57877
   0.06000 	    1.55314 	   -0.58858
   0.06100 	    1.55255 	   -0.59839
   0.06200 	    1.55194 	   -0.60820
   0.06300 	    1.55133 	   -0.61801
   0.06400 	    1.55071 	   -0.62781
   0.06500 	    1.55007 	   -0.63762
   0.06600 	    1.54943 	   -0.64743
   0.06700 	    1.54878 	   -0.65724
   0.06800 	    1.54812 	   -0.66705
   0.06900 	    1.54744 	   -0.67685
   0.07000 	    1.54676 	   -0.68666
   0.07100 	    1.54607 	   -0.69647
   0.07200 	    1.54537 	   -0.70627
   0.07300 	    1.54466 	   -0.71608
   0.07400 	    1.54394 	   -0.72589
   0.07500 	    1.54321 	   -0.73569
   0.07600 	    1.54247 	   -0.74550
   0.07700 	    1.54172 	   -0.75531
   0.07800 	    1.54096 	   -0.76511
   0.07900 	    1.54019 	   -0.77492
   0.08000 	    1.53941 	   -0.78472
   0.08100 	    1.53862 	   -0.79453
   0.08200 	    1.53782 	   -0.80433
   0.08300 	    1.53701 	   -0.81414
   0.08400 	    1.53619 	   -0.82394
   0.08500 	    1.53536 	   -0.83375
   0.08600 	    1.53452 	   -0.84355
   0.08700 	    1.53367 	   -0.85335
   0.08800 	    1.53281 	   -0.86316
   0.08900 	    1.53195 	   -0.87296
   0.09000 	    1.53107 	   -0.88276
   0.09100 	    1.53018 	   -0.89256
   0.09200 	    1.52928 	   -0.90236
   0.09300 	    1.52838 	   -0.91217
   0.09400 	    1.52746 	   -0.92197
   0.09500 	    1.52653 	   -0.93177
   0.09600 	    1.52559 	   -0.94157
   0.09700 	    1.52465 	   -0.95137
   0.09800 	    1.52369 	   -0.96117
   0.09900 	    1.52273 	   -0.97097
   0.10000 	    1.52175 	   -0.98076
   0.10100 	    1.52076 	   -0.99056
   0.10200 	    1.51977 	   -1.00036
   0.10300 	    1.51876 	   -1.01016
   0.10400 	    1.51775 	   -1.01995
   0.10500 	    1.51672 	   -1.02975
   0.10600 	    1.51569 	   -1.03954
   0.10700 	    1.51464 	   -1.04934
   0.10800 	    1.51359 	   -1.05913
   0.10900 	    1.51253 	   -1.06893
   0.11000 	    1.51145 	   -1.07872
   0.11100 	    1.51037 	   -1.08851
   0.11200 	    1.50928 	   -1.09830
   0.11300 	    1.50817 	   -1.10810
   0.11400 	    1.50706 	   -1.11789
   0.11500 	    1.50594 	   -1.12768
   0.11600 	    1.50480 	   -1.13746
   0.11700 	    1.50366 	   -1.14725
   0.11800 	    1.50251 	   -1.15704
   0.11900 	    1.50135 	   -1.16683
   0.12000 	    1.50018 	   -1.17661
   0.12100 	    1.49899 	   -1.18640
   0.12200 	    1.49780 	   -1.19618
   0.12300 	    1.49660 	   -1.20597
   0.12400 	    1.49539 	   -1.21575
   0.12500 	    1.49417 	   -1.22553
   0.12600 	    1.49294 	   -1.23531
   0.12700 	    1.49170 	   -1.24509
   0.12800 	    1.49045 	   -1.25487
   0.12900 	    1.48919 	   -1.26465
   0.13000 	    1.48792 	   -1.27442
   0.13100 	    1.48664 	   -1.28420
   0.13200 	    1.48535 	   -1.29397
   0.13300 	    1.48405 	   -1.30375
   0.13400 	    1.48274 	   -1.31352
   0.13500 	    1.48143 	   -1.32329
   0.13600 	    1.48010 	   -1.33306
   0.13700 	    1.47876 	   -1.34283
   0.13800 	    1.47741 	   -1.35260
   0.13900 	    1.47606 	   -1.36237
   0.14000 	    1.47469 	   -1.37213
   0.14100 	    1.47331 	   -1.38190
   0.14200 	    1.47192 	   -1.39166
   0.14300 	    1.47053 	   -1.40142
   0.14400 	    1.46912 	   -1.41118
   0.14500 	    1.46771 	   -1.42094
   0.14600 	    1.46628 	   -1.43070
   0.14700 	    1.46484 	   -1.44045
   0.14800 	    1.46340 	   -1.45021
   0.14900 	    1.46194 	   -1.45996
   0.15000 	    1.46048 	   -1.46971
   0.15100 	    1.45900 	   -1.47946
   0.15200 	    1.45752 	   -1.48921
   0.15300 	    1.45603 	   -1.49895
   0.15400 	    1.45452 	   -1.50870
   0.15500 	    1.45301 	   -1.51844
   0.15600 	    1.45148 	   -1.52818
   0.15700 	    1.44995 	   -1.53792
   0.15800 	    1.44841 	   -1.54766
   0.15900 	    1.44686 	   -1.55739
   0.16000 	    1.44529 	   -1.56713
   0.16100 	    1.44372 	   -1.57686
   0.16200 	    1.44214 	   -1.58659
   0.16300 	    1.44055 	   -1.59632
   0.16400 	    1.43895 	   -1.60604
   0.16500 	    1.43734 	   -1.61577
   0.16600 	    1.43572 	   -1.62549
   0.16700 	    1.43409 	   -1.63521
   0.16800 	    1.43245 	   -1.64493
   0.16900 	    1.43080 	   -1.65464
   0.17000 	    1.42914 	   -1.66435
   0.17100 	    1.42747 	   -1.67407
   0.17200 	    1.42579 	   -1.68377
   0.17300 	    1.42410 	   -1.69348
   0.17400 	    1.42240 	   -1.70318
   0.17500 	    1.42069 	   -1.71288
   0.17600 	    1.41898 	   -1.72258
   0.17700 	    1.41725 	   -1.73228
   0.17800 	    1.41551 	   -1.74197
   0.17900 	    1.41376 	   -1.75166
   0.18000 	    1.41201 	   -1.76135
   0.18100 	    1.41024 	   -1.77103
   0.18200 	    1.40847 	   -1.78072
   0.18300 	    1.40668 	   -1.79040
   0.18400 	    1.40489 	   -1.80007
   0.18500 	    1.40308 	   -1.80975
   0.18600 	    1.40127 	   -1.81942
   0.18700 	    1.39944 	   -1.82909
   0.18800 	    1.39761 	   -1.83875
   0.18900 	    1.39576 	   -1.84841
   0.19000 	    1.39391 	   -1.85807
   0.19100 	    1.39205 	   -1.86773
   0.19200 	    1.39018 	   -1.87738
   0.19300 	    1.38829 	   -1.88703
   0.19400 	    1.38640 	   -1.89667
   0.19500 	    1.38450 	   -1.90631
   0.19600 	    1.38259 	   -1.91595
   0.19700 	    1.38067 	   -1.92559
   0.19800 	    1.37874 	   -1.93522
   0.19900 	    1.37680 	   -1.94485
   0.20000 	    1.37485 	   -1.95447
   0.20100 	    1.37289 	   -1.96409
   0.20200 	    1.37092 	   -1.97371
   0.20300 	    1.36894 	   -1.98332
   0.20400 	    1.36695 	   -1.99293
   0.20500 	    1.36496 	   -2.00254
   0.20600 	    1.36295 	   -2.01214
   0.20700 	    1.36093 	   -2.02173
   0.20800 	    1.35890 	   -2.03133
   0.20900 	    1.35687 	   -2.04091
   0.21000 	    1.35482 	   -2.05050
   0.21100 	    1.35277 	   -2.06008
   0.21200 	    1.35070 	   -2.06965
   0.21300 	    1.34863 	   -2.07922
   0.21400 	    1.34654 	   -2.08879
   0.21500 	    1.34445 	   -2.09835
   0.21600 	    1.34235 	   -2.10791
   0.21700 	    1.34023 	   -2.11746
   0.21800 	    1.33811 	   -2.12701
   0.21900 	    1.33598 	   -2.13655
   0.22000 	    1.33384 	   -2.14609
   0.22100 	    1.33169 	   -2.15563
   0.22200 	    1.32953 	   -2.16516
   0.22300 	    1.32736 	   -2.17468
   0.22400 	    1.32518 	   -2.18420
   0.22500 	    1.32299 	   -2.19371
   0.22600 	    1.32079 	   -2.20322
   0.22700 	    1.31858 	   -2.21272
   0.22800 	    1.31637 	   -2.22222
   0.22900 	    1.31414 	   -2.23171
   0.23000 	    1.31190 	   -2.24119
   0.23100 	    1.30966 	   -2.25067
   0.23200 	    1.30740 	   -2.26015
   0.23300 	    1.30514 	   -2.26962
   0.23400 	    1.30286 	   -2.27908
   0.23500 	    1.30058 	   -2.28854
   0.23600 	    1.29828 	   -2.29799
   0.23700 	    1.29598 	   -2.30743
   0.23800 	    1.29367 	   -2.31687
   0.23900 	    1.29135 	   -2.32630
   0.24000 	    1.28902 	   -2.33573
   0.24100 	    1.28668 	   -2.34515
   0.24200 	    1.28433 	   -2.35456
   0.24300 	    1.28197 	   -2.36397
   0.24400 	    1.27960 	   -2.37337
   0.24500 	    1.27722 	   -2.38277
   0.24600 	    1.27483 	   -2.39215
   0.24700 	    1.27244 	   -2.40153
   0.24800 	    1.27003 	   -2.41091
   0.24900 	    1.26761 	   -2.42027
   0.25000 	    1.26519 	   -2.42963
   0.25100 	    1.26276 	   -2.43898
   0.25200 	    1.26031 	   -2.44833
   0.25300 	    1.25786 	   -2.45766
   0.25400 	    1.25540 	   -2.46699
   0.25500 	    1.25292 	   -2.47632
   0.25600 	    1.25044 	   -2.48563
   0.25700 	    1.24795 	   -2.49494
   0.25800 	    1.24545 	   -2.50424
   0.25900 	    1.24295 	   -2.51353
   0.26000 	    1.24043 	   -2.52281
   0.26100 	    1.23790 	   -2.53209
   0.26200 	    1.23536 	   -2.54136
   0.26300 	    1.23282 	   -2.55061
   0.26400 	    1.23026 	   -2.55987
   0.26500 	    1.22770 	   -2.56911
   0.26600 	    1.22512 	   -2.57834
   0.26700 	    1.22254 	   -2.58757
   0.26800 	    1.21995 	   -2.59678
   0.26900 	    1.21735 	   -2.60599
   0.27000 	    1.21474 	   -2.61519
   0.27100 	    1.21212 	   -2.62438
   0.27200 	    1.20949 	   -2.63356
   0.27300 	    1.20685 	   -2.64273
   0.27400 	    1.20420 	   -2.65190
   0.27500 	    1.20155 	   -2.66105
   0.27600 	    1.19888 	   -2.67019
   0.27700 	    1.19621 	   -2.67933
   0.27800 	    1.19352 	   -2.68845
   0.27900 	    1.19083 	   -2.69757
   0.28000 	    1.18813 	   -2.70667
   0.28100 	    1.18541 	   -2.71577
   0.28200 	    1.18269 	   -2.72486
   0.28300 	    1.17997 	   -2.73393
   0.28400 	    1.17723 	   -2.74300
   0.28500 	    1.17448 	   -2.75205
   0.28600 	    1.17172 	   -2.76110
   0.28700 	    1.16896 	   -2.77013
   0.28800 	    1.16618 	   -2.77915
   0.28900 	    1.16340 	   -2.78816
   0.29000 	    1.16061 	   -2.79717
   0.29100 	    1.15780 	   -2.80616
   0.29200 	    1.15499 	   -2.81514
   0.29300 	    1.15217 	   -2.82411
   0.29400 	    1.14935 	   -2.83306
   0.29500 	    1.14651 	   -2.84201
   0.29600 	    1.14366 	   -2.85094
   0.29700 	    1.14081 	   -2.85987
   0.29800 	    1.13794 	   -2.86878
   0.29900 	    1.13507 	   -2.87768
   0.30000 	    1.13219 	   -2.88656
   0.30100 	    1.12930 	   -2.89544
   0.30200 	    1.12640 	   -2.90430
   0.30300 	    1.12349 	   -2.91315
   0.30400 	    1.12057 	   -2.92199
   0.30500 	    1.11764 	   -2.93082
   0.30600 	    1.11471 	   -2.93963
   0.30700 	    1.11176 	   -2.94843
   0.30800 	    1.10881 	   -2.95722
   0.30900 	    1.10585 	   -2.96600
   0.31000 	    1.10288 	   -2.97476
   0.31100 	    1.09990 	   -2.98351
   0.31200 	    1.09691 	   -2.99224
   0.31300 	    1.09392 	   -3.00096
   0.31400 	    1.09091 	   -3.00967
   0.31500 	    1.08790 	   -3.01837
   0.31600 	    1.08487 	   -3.02705
   0.31700 	    1.08184 	   -3.03572
   0.31800 	    1.07880 	   -3.04437
   0.31900 	    1.07575 	   -3.05301
   0.32000 	    1.07270 	   -3.06164
   0.32100 	    1.06963 	   -3.07025
   0.32200 	    1.06656 	   -3.07884
   0.32300 	    1.06347 	   -3.08742
   0.32400 	    1.06038 	   -3.09599
   0.32500 	    1.05728 	   -3.10454
   0.32600 	    1.05417 	   -3.11308
   0.32700 	    1.05105 	   -3.12160
   0.32800 	    1.04793 	   -3.13011
   0.32900 	    1.04479 	   -3.13860
   0.33000 	    1.04165 	   -3.14708
   0.33100 	    1.03850 	   -3.15554
   0.33200 	    1.03534 	   -3.16398
   0.33300 	    1.03217 	   -3.17241
   0.33400 	    1.02899 	   -3.18082
   0.33500 	    1.02581 	   -3.18922
   0.33600 	    1.02262 	   -3.19760
   0.33700 	    1.01941 	   -3.20597
   0.33800 	    1.01620 	   -3.21431
   0.33900 	    1.01299 	   -3.22265
   0.34000 	    1.00976 	   -3.23096
   0.34100 	    1.00652 	   -3.23926
   0.34200 	    1.00328 	   -3.24754
   0.34300 	    1.00003 	   -3.25580
   0.34400 	    0.99677 	   -3.26405
   0.34500 	    0.99350 	   -3.27228
   0.34600 	    0.99022 	   -3.28049
   0.34700 	    0.98694 	   -3.28868
   0.34800 	    0.98365 	   -3.29686
   0.34900 	    0.98035 	   -3.30502
   0.35000 	    0.97704 	   -3.31316
   0.35100 	    0.97372 	   -3.32128
   0.35200 	    0.97039 	   -3.32938
   0.35300 	    0.96706 	   -3.33747
   0.35400 	    0.96372 	   -3.34553
   0.35500 	    0.96037 	   -3.35358
   0.35600 	    0.95701 	   -3.36161
   0.35700 	    0.95365 	   -3.36962
   0.35800 	    0.95027 	   -3.37761
   0.35900 	    0.94689 	   -3.38558
   0.36000 	    0.94350 	   -3.39354
   0.36100 	    0.94010 	   -3.40147
   0.36200 	    0.93670 	   -3.40938
   0.36300 	    0.93329 	   -3.41727
   0.36400 	    0.92986 	   -3.42515
   0.36500 	    0.92644 	   -3.43300
   0.36600 	    0.92300 	   -3.44083
   0.36700 	    0.91955 	   -3.44865
   0.36800 	    0.91610 	   -3.45644
   0.36900 	    0.91264 	   -3.46421
   0.37000 	    0.90917 	   -3.47196
   0.37100 	    0.90570 	   -3.47969
   0.37200 	    0.90221 	   -3.48740
   0.37300 	    0.89872 	   -3.49508
   0.37400 	    0.89522 	   -3.50275
   0.37500 	    0.89172 	   -3.51039
   0.37600 	    0.88820 	   -3.51802
   0.37700 	    0.88468 	   -3.52562
   0.37800 	    0.88115 	   -3.53320
   0.37900 	    0.87761 	   -3.54075
   0.38000 	    0.87407 	   -3.54829
   0.38100 	    0.87052 	   -3.55580
   0.38200 	    0.86696 	   -3.56329
   0.38300 	    0.86339 	   -3.57076
   0.38400 	    0.85982 	   -3.57820
   0.38500 	    0.85623 	   -3.58563
   0.38600 	    0.85265 	   -3.59302
   0.38700 	    0.84905 	   -3.60040
   0.38800 	    0.84544 	   -3.60775
   0.38900 	    0.84183 	   -3.61508
   0.39000 	    0.83821 	   -3.62239
   0.39100 	    0.83459 	   -3.62967
   0.39200 	    0.83096 	   -3.63693
   0.39300 	    0.82731 	   -3.64416
   0.39400 	    0.82367 	   -3.65137
   0.39500 	    0.82001 	   -3.65855
   0.39600 	    0.81635 	   -3.66571
   0.39700 	    0.81268 	   -3.67285
   0.39800 	    0.80900 	   -3.67996
   0.39900 	    0.80532 	   -3.68705
   0.40000 	    0.80163 	   -3.69411
   0.40100 	    0.79793 	   -3.70114
   0.40200 	    0.79423 	   -3.70815
   0.40300 	    0.79052 	   -3.71514
   0.40400 	    0.78680 	   -3.72210
   0.40500 	    0.78307 	   -3.72903
   0.40600 	    0.77934 	   -3.73594
   0.40700 	    0.77560 	   -3.74282
   0.40800 	    0.77185 	   -3.74967
   0.40900 	    0.76810 	   -3.75650
   0.41000 	    0.76434 	   -3.76331
   0.41100 	    0.76057 	   -3.77008
   0.41200 	    0.75680 	   -3.77683
   0.41300 	    0.75302 	   -3.78355
   0.41400 	    0.74923 	   -3.79025
   0.41500 	    0.74544 	   -3.79692
   0.41600 	    0.74164 	   -3.80356
   0.41700 	    0.73783 	   -3.81017
   0.41800 	    0.73402 	   -3.81675
   0.41900 	    0.73020 	   -3.82331
   0.42000 	    0.72637 	   -3.82984
   0.42100 	    0.72254 	   -3.83634
   0.42200 	    0.71870 	   -3.84282
   0.42300 	    0.71485 	   -3.84926
   0.42400 	    0.71100 	   -3.85568
   0.42500 	    0.70714 	   -3.86206
   0.42600 	    0.70328 	   -3.86842
   0.42700 	    0.69941 	   -3.87475
   0.42800 	    0.69553 	   -3.88105
   0.42900 	    0.69164 	   -3.88733
   0.43000 	    0.68775 	   -3.89357
   0.43100 	    0.68386 	   -3.89978
   0.43200 	    0.67995 	   -3.90596
   0.43300 	    0.67604 	   -3.91212
   0.43400 	    0.67213 	   -3.91824
   0.43500 	    0.66821 	   -3.92433
   0.43600 	    0.66428 	   -3.93040
   0.43700 	    0.66035 	   -3.93643
   0.43800 	    0.65641 	   -3.94243
   0.43900 	    0.65246 	   -3.94840
   0.44000 	    0.64851 	   -3.95434
   0.44100 	    0.64455 	   -3.96025
   0.44200 	    0.64059 	   -3.96613
   0.44300 	    0.63662 	   -3.97198
   0.44400 	    0.63265 	   -3.97779
   0.44500 	    0.62867 	   -3.98358
   0.44600 	    0.62468 	   -3.98933
   0.44700 	    0.62069 	   -3.99505
   0.44800 	    0.61669 	   -4.00074
   0.44900 	    0.61269 	   -4.00640
   0.45000 	    0.60868 	   -4.01203
   0.45100 	    0.60466 	   -4.01762
   0.45200 	    0.60064 	   -4.02318
   0.45300 	    0.59662 	   -4.02871
   0.45400 	    0.59258 	   -4.03420
   0.45500 	    0.58855 	   -4.03967
   0.45600 	    0.58450 	   -4.04509
   0.45700 	    0.58046 	   -4.05049
   0.45800 	    0.57640 	   -4.05585
   0.45900 	    0.57235 	   -4.06118
   0.46000 	    0.56828 	   -4.06648
   0.46100 	    0.56421 	   -4.07174
   0.46200 	    0.56014 	   -4.07697
   0.46300 	    0.55606 	   -4.08217
   0.46400 	    0.55197 	   -4.08733
   0.46500 	    0.54788 	   -4.09246
   0.46600 	    0.54379 	   -4.09755
   0.46700 	    0.53969 	   -4.10261
   0.46800 	    0.53558 	   -4.10763
   0.46900 	    0.53147 	   -4.11262
   0.47000 	    0.52736 	   -4.11757
   0.47100 	    0.52324 	   -4.12249
   0.47200 	    0.51911 	   -4.12738
   0.47300 	    0.51498 	   -4.13223
   0.47400 	    0.51085 	   -4.13704
   0.47500 	    0.50671 	   -4.14182
   0.47600 	    0.50257 	   -4.14656
   0.47700 	    0.49842 	   -4.15127
   0.47800 	    0.49426 	   -4.15594
   0.47900 	    0.49010 	   -4.16058
   0.48000 	    0.48594 	   -4.16518
   0.48100 	    0.48177 	   -4.16974
   0.48200 	    0.47760 	   -4.17427
   0.48300 	    0.47343 	   -4.17876
   0.48400 	    0.46924 	   -4.18321
   0.48500 	    0.46506 	   -4.18763
   0.48600 	    0.46087 	   -4.19201
   0.48700 	    0.45668 	   -4.19636
   0.48800 	    0.45248 	   -4.20066
   0.48900 	    0.44827 	   -4.20493
   0.49000 	    0.44407 	   -4.20917
   0.49100 	    0.43986 	   -4.21336
   0.49200 	    0.43564 	   -4.21752
   0.49300 	    0.43142 	   -4.22164
   0.49400 	    0.42720 	   -4.22573
   0.49500 	    0.42297 	   -4.22977
   0.49600 	    0.41874 	   -4.23378
   0.49700 	    0.41450 	   -4.23775
   0.49800 	    0.41026 	   -4.24168
   0.49900 	    0.40602 	   -4.24558
   0.50000 	    0.40177 	   -4.24943
   0.50100 	    0.39752 	   -4.25325
   0.50200 	    0.39326 	   -4.25703
   0.50300 	    0.38901 	   -4.26077
   0.50400 	    0.38474 	   -4.26447
   0.50500 	    0.38048 	   -4.26813
   0.50600 	    0.37621 	   -4.27175
   0.50700 	    0.37193 	   -4.27534
   0.50800 	    0.36766 	   -4.27888
   0.50900 	    0.36338 	   -4.28239
   0.51000 	    0.35909 	   -4.28586
   0.51100 	    0.35480 	   -4.28928
   0.51200 	    0.35051 	   -4.29267
   0.51300 	    0.34622 	   -4.29602
   0.51400 	    0.34192 	   -4.29933
   0.51500 	    0.33762 	   -4.30260
   0.51600 	    0.33332 	   -4.30583
   0.51700 	    0.32901 	   -4.30902
   0.51800 	    0.32470 	   -4.31217
   0.51900 	    0.32038 	   -4.31528
   0.52000 	    0.31607 	   -4.31835
   0.52100 	    0.31175 	   -4.32138
   0.52200 	    0.30742 	   -4.32437
   0.52300 	    0.30310 	   -4.32731
   0.52400 	    0.29877 	   -4.33022
   0.52500 	    0.29444 	   -4.33309
   0.52600 	    0.29010 	   -4.33592
   0.52700 	    0.28577 	   -4.33870
   0.52800 	    0.28143 	   -4.34145
   0.52900 	    0.27708 	   -4.34415
   0.53000 	    0.27274 	   -4.34681
   0.53100 	    0.26839 	   -4.34944
   0.53200 	    0.26404 	   -4.35202
   0.53300 	    0.25969 	   -4.35456
   0.53400 	    0.25533 	   -4.35705
   0.53500 	    0.25097 	   -4.35951
   0.53600 	    0.24661 	   -4.36193
   0.53700 	    0.24225 	   -4.36430
   0.53800 	    0.23788 	   -4.36663
   0.53900 	    0.23351 	   -4.36892
   0.54000 	    0.22914 	   -4.37117
   0.54100 	    0.22477 	   -4.37338
   0.54200 	    0.22040 	   -4.37555
   0.54300 	    0.21602 	   -4.37767
   0.54400 	    0.21164 	   -4.37975
   0.54500 	    0.20726 	   -4.38179
   0.54600 	    0.20288 	   -4.38379
   0.54700 	    0.19849 	   -4.38574
   0.54800 	    0.19411 	   -4.38766
   0.54900 	    0.18972 	   -4.38953
   0.55000 	    0.18533 	   -4.39136
   0.55100 	    0.18094 	   -4.39314
   0.55200 	    0.17654 	   -4.39489
   0.55300 	    0.17215 	   -4.39659
   0.55400 	    0.16775 	   -4.39825
   0.55500 	    0.16335 	   -4.39987
   0.55600 	    0.15895 	   -4.40144
   0.55700 	    0.15455 	   -4.40297
   0.55800 	    0.15014 	   -4.40446
   0.55900 	    0.14574 	   -4.40591
   0.56000 	    0.14133 	   -4.40731
   0.56100 	    0.13692 	   -4.40867
   0.56200 	    0.13251 	   -4.40999
   0.56300 	    0.12810 	   -4.41126
   0.56400 	    0.12369 	   -4.41249
   0.56500 	    0.11928 	   -4.41368
   0.56600 	    0.11486 	   -4.41483
   0.56700 	    0.11045 	   -4.41593
   0.56800 	    0.10603 	   -4.41699
   0.56900 	    0.10161 	   -4.41801
   0.57000 	    0.09720 	   -4.41898
   0.57100 	    0.09278 	   -4.41991
   0.57200 	    0.08836 	   -4.42080
   0.57300 	    0.08394 	   -4.42164
   0.57400 	    0.07951 	   -4.42244
   0.57500 	    0.07509 	   -4.42320
   0.57600 	    0.07067 	   -4.42392
   0.57700 	    0.06624 	   -4.42459
   0.57800 	    0.06182 	   -4.42521
   0.57900 	    0.05739 	   -4.42580
   0.58000 	    0.05297 	   -4.42634
   0.58100 	    0.04854 	   -4.42684
   0.58200 	    0.04411 	   -4.42729
   0.58300 	    0.03968 	   -4.42770
   0.58400 	    0.03526 	   -4.42807
   0.58500 	    0.03083 	   -4.42839
   0.58600 	    0.02640 	   -4.42868
   0.58700 	    0.02197 	   -4.42891
   0.58800 	    0.01754 	   -4.42911
   0.58900 	    0.01311 	   -4.42926
   0.59000 	    0.00868 	   -4.42936
   0.59100 	    0.00425 	   -4.42943
   0.59200 	   -0.00018 	   -4.42945
   0.59300 	   -0.00460 	   -4.42942
   0.59400 	   -0.00903 	   -4.42936
   0.59500 	   -0.01346 	   -4.42925
   0.59600 	   -0.01789 	   -4.42909
   0.59700 	   -0.02232 	   -4.42890
   0.59800 	   -0.02675 	   -4.42865
   0.59900 	   -0.03118 	   -4.42837
   0.60000 	   -0.03561 	   -4.42804
   0.60100 	   -0.04003 	   -4.42767
   0.60200 	   -0.04446 	   -4.42726
   0.60300 	   -0.04889 	   -4.42680
   0.60400 	   -0.05332 	   -4.42630
   0.60500 	   -0.05774 	   -4.42575
   0.60600 	   -0.06217 	   -4.42517
   0.60700 	   -0.06659 	   -4.42454
   0.60800 	   -0.07102 	   -4.42386
   0.60900 	   -0.07544 	   -4.42314
   0.61000 	   -0.07986 	   -4.42238
   0.61100 	   -0.08428 	   -4.42158
   0.61200 	   -0.08871 	   -4.42073
   0.61300 	   -0.09313 	   -4.41984
   0.61400 	   -0.09755 	   -4.41891
   0.61500 	   -0.10196 	   -4.41793
   0.61600 	   -0.10638 	   -4.41691
   0.61700 	   -0.11080 	   -4.41585
   0.61800 	   -0.11521 	   -4.41474
   0.61900 	   -0.11963 	   -4.41359
   0.62000 	   -0.12404 	   -4.41240
   0.62100 	   -0.12845 	   -4.41116
   0.62200 	   -0.13286 	   -4.40988
   0.62300 	   -0.13727 	   -4.40856
   0.62400 	   -0.14168 	   -4.40720
   0.62500 	   -0.14609 	   -4.40579
   0.62600 	   -0.15049 	   -4.40434
   0.62700 	   -0.15489 	   -4.40285
   0.62800 	   -0.15930 	   -4.40132
   0.62900 	   -0.16370 	   -4.39974
   0.63000 	   -0.16810 	   -4.39812
   0.63100 	   -0.17249 	   -4.39646
   0.63200 	   -0.17689 	   -4.39475
   0.63300 	   -0.18128 	   -4.39300
   0.63400 	   -0.18568 	   -4.39121
   0.63500 	   -0.19007 	   -4.38938
   0.63600 	   -0.19445 	   -4.38751
   0.63700 	   -0.19884 	   -4.38559
   0.63800 	   -0.20323 	   -4.38363
   0.63900 	   -0.20761 	   -4.38163
   0.64000 	   -0.21199 	   -4.37959
   0.64100 	   -0.21637 	   -4.37750
   0.64200 	   -0.22074 	   -4.37538
   0.64300 	   -0.22512 	   -4.37321
   0.64400 	   -0.22949 	   -4.37100
   0.64500 	   -0.23386 	   -4.36874
   0.64600 	   -0.23823 	   -4.36645
   0.64700 	   -0.24259 	   -4.36411
   0.64800 	   -0.24696 	   -4.36174
   0.64900 	   -0.25132 	   -4.35932
   0.65000 	   -0.25567 	   -4.35686
   0.65100 	   -0.26003 	   -4.35436
   0.65200 	   -0.26438 	   -4.35181
   0.65300 	   -0.26873 	   -4.34923
   0.65400 	   -0.27308 	   -4.34660
   0.65500 	   -0.27743 	   -4.34394
   0.65600 	   -0.28177 	   -4.34123
   0.65700 	   -0.28611 	   -4.33848
   0.65800 	   -0.29045 	   -4.33569
   0.65900 	   -0.29478 	   -4.33286
   0.66000 	   -0.29911 	   -4.32999
   0.66100 	   -0.30344 	   -4.32708
