-35.1	0.00092
-35.1	0.00184
-35.1	0.00276
-35.1	0.00368
-35.1	0.0046
-35.1	0.00552
-35.1	0.00644
-35.1	0.00736
-35.1	0.00828
-35.1	0.0092
-35.1	0.01012
-35.1	0.01104
-35.1	0.01196
-35.0999	0.01288
-35.0999	0.0138
-35.0999	0.01472
-35.0999	0.01564
-35.0999	0.01656
-35.0999	0.01748
-35.0999	0.0184
-35.0999	0.01932
-35.0999	0.02024
-35.0998	0.02116
-35.0998	0.02208
-35.0998	0.023
-35.0998	0.02392
-35.0998	0.0248399
-35.0998	0.0257599
-35.0998	0.0266799
-35.0997	0.0275999
-35.0997	0.0285199
-35.0997	0.0294399
-35.0997	0.0303599
-35.0997	0.0312799
-35.0996	0.0321999
-35.0996	0.0331199
-35.0996	0.0340399
-35.0996	0.0349599
-35.0995	0.0358798
-35.0995	0.0367998
-35.0995	0.0377198
-35.0995	0.0386398
-35.0995	0.0395598
-35.0994	0.0404798
-35.0994	0.0413998
-35.0994	0.0423197
-35.0993	0.0432397
-35.0993	0.0441597
-35.0993	0.0450797
-35.0993	0.0459997
-35.0992	0.0469196
-35.0992	0.0478396
-35.0992	0.0487596
-35.0991	0.0496796
-35.0991	0.0505996
-35.0991	0.0515195
-35.099	0.0524395
-35.099	0.0533595
-35.099	0.0542795
-35.0989	0.0551994
-35.0989	0.0561194
-35.0988	0.0570394
-35.0988	0.0579593
-35.0988	0.0588793
-35.0987	0.0597993
-35.0987	0.0607192
-35.0987	0.0616392
-35.0986	0.0625592
-35.0986	0.0634791
-35.0985	0.0643991
-35.0985	0.065319
-35.0984	0.066239
-35.0984	0.067159
-35.0984	0.0680789
-35.0983	0.0689989
-35.0983	0.0699188
-35.0982	0.0708388
-35.0982	0.0717587
-35.0981	0.0726787
-35.0981	0.0735986
-35.098	0.0745186
-35.098	0.0754385
-35.0979	0.0763585
-35.0979	0.0772784
-35.0978	0.0781984
-35.0978	0.0791183
-35.0977	0.0800382
-35.0977	0.0809582
-35.0976	0.0818781
-35.0976	0.0827981
-35.0975	0.083718
-35.0975	0.0846379
-35.0974	0.0855579
-35.0973	0.0864778
-35.0973	0.0873977
-35.0972	0.0883176
-35.0972	0.0892376
-35.0971	0.0901575
-35.097	0.0910774
-35.097	0.0919973
-35.0969	0.0929173
-35.0969	0.0938372
-35.0968	0.0947571
-35.0967	0.095677
-35.0967	0.0965969
-35.0966	0.0975168
-35.0965	0.0984367
-35.0965	0.0993567
-35.0964	0.100277
-35.0964	0.101196
-35.0963	0.102116
-35.0962	0.103036
-35.0961	0.103956
-35.0961	0.104876
-35.096	0.105796
-35.0959	0.106716
-35.0959	0.107636
-35.0958	0.108556
-35.0957	0.109476
-35.0957	0.110395
-35.0956	0.111315
-35.0955	0.112235
-35.0954	0.113155
-35.0954	0.114075
-35.0953	0.114995
-35.0952	0.115915
-35.0951	0.116835
-35.0951	0.117754
-35.095	0.118674
-35.0949	0.119594
-35.0948	0.120514
-35.0947	0.121434
-35.0947	0.122354
-35.0946	0.123274
-35.0945	0.124193
-35.0944	0.125113
