      x         y          u
   2.80000  -4.20000   0.00000e+00
   3.00000  -4.20000  -1.00000e+99
   3.20000  -4.20000  -1.00000e+99
   3.40000  -4.20000  -1.00000e+99
   3.60000  -4.20000  -1.00000e+99
   3.80000  -4.20000  -1.00000e+99
   4.00000  -4.20000  -1.00000e+99
   4.20000  -4.20000  -1.00000e+99
   4.40000  -4.20000  -1.00000e+99
   4.60000  -4.20000  -1.00000e+99
   4.80000  -4.20000  -1.00000e+99
   5.00000  -4.20000  -1.00000e+99
  -5.00000  -4.00000  -1.00000e+99
  -4.80000  -4.00000  -1.00000e+99
  -4.60000  -4.00000  -1.00000e+99
  -4.40000  -4.00000  -1.00000e+99
  -4.20000  -4.00000  -1.00000e+99
  -4.00000  -4.00000  -1.00000e+99
  -3.80000  -4.00000  -1.00000e+99
  -3.60000  -4.00000  -1.00000e+99
  -3.40000  -4.00000  -1.00000e+99
  -3.20000  -4.00000  -1.00000e+99
  -3.00000  -4.00000   5.80000e+01
  -2.80000  -4.00000   5.18842e+01
  -2.60000  -4.00000   4.31557e+01
  -2.40000  -4.00000   4.01318e+01
  -2.20000  -4.00000   3.64137e+01
  -2.00000  -4.00000   3.32955e+01
  -1.80000  -4.00000   3.00929e+01
  -1.60000  -4.00000   2.71276e+01
  -1.40000  -4.00000   2.45216e+01
  -1.20000  -4.00000   2.20604e+01
  -1.00000  -4.00000   1.97407e+01
  -0.80000  -4.00000   1.76247e+01
  -0.60000  -4.00000   1.57453e+01
  -0.40000  -4.00000   1.40969e+01
  -0.20000  -4.00000   1.26531e+01
   0.00000  -4.00000   1.13810e+01
   0.20000  -4.00000   1.02482e+01
   0.40000  -4.00000   9.22648e+00
   0.60000  -4.00000   8.29162e+00
   0.80000  -4.00000   7.42369e+00
   1.00000  -4.00000   6.60707e+00
   1.20000  -4.00000   5.83122e+00
   1.40000  -4.00000   5.09125e+00
   1.60000  -4.00000   4.38537e+00
   1.80000  -4.00000   3.70704e+00
   2.00000  -4.00000   3.05238e+00
   2.20000  -4.00000   2.42511e+00
   2.40000  -4.00000   1.81845e+00
   2.60000  -4.00000   1.24802e+00
   2.80000  -4.00000   6.42807e-01
   3.00000  -4.00000   0.00000e+00
   3.20000  -4.00000  -1.00000e+99
   3.40000  -4.00000  -1.00000e+99
   3.60000  -4.00000  -1.00000e+99
   3.80000  -4.00000  -1.00000e+99
   4.00000  -4.00000  -1.00000e+99
   4.20000  -4.00000  -1.00000e+99
   4.40000  -4.00000  -1.00000e+99
   4.60000  -4.00000  -1.00000e+99
   4.80000  -4.00000  -1.00000e+99
   5.00000  -4.00000  -1.00000e+99
  -5.00000  -3.80000  -1.00000e+99
  -4.80000  -3.80000  -1.00000e+99
  -4.60000  -3.80000  -1.00000e+99
  -4.40000  -3.80000  -1.00000e+99
  -4.20000  -3.80000  -1.00000e+99
  -4.00000  -3.80000  -1.00000e+99
  -3.80000  -3.80000  -1.00000e+99
  -3.60000  -3.80000  -1.00000e+99
  -3.40000  -3.80000  -1.00000e+99
  -3.20000  -3.80000   6.20000e+01
  -3.00000  -3.80000   5.75604e+01
  -2.80000  -3.80000   5.23812e+01
  -2.60000  -3.80000   4.67362e+01
  -2.40000  -3.80000   4.26319e+01
  -2.20000  -3.80000   3.89253e+01
  -2.00000  -3.80000   3.55905e+01
  -1.80000  -3.80000   3.24403e+01
  -1.60000  -3.80000   2.95110e+01
  -1.40000  -3.80000   2.68266e+01
  -1.20000  -3.80000   2.43309e+01
  -1.00000  -3.80000   2.20100e+01
  -0.80000  -3.80000   1.98790e+01
  -0.60000  -3.80000   1.79490e+01
  -0.40000  -3.80000   1.62158e+01
  -0.20000  -3.80000   1.46636e+01
   0.00000  -3.80000   1.32699e+01
   0.20000  -3.80000   1.20112e+01
   0.40000  -3.80000   1.08649e+01
   0.60000  -3.80000   9.81102e+00
   0.80000  -3.80000   8.83242e+00
   1.00000  -3.80000   7.91530e+00
   1.20000  -3.80000   7.04938e+00
   1.40000  -3.80000   6.22770e+00
   1.60000  -3.80000   5.44526e+00
   1.80000  -3.80000   4.69688e+00
   2.00000  -3.80000   3.97861e+00
   2.20000  -3.80000   3.28832e+00
   2.40000  -3.80000   2.62155e+00
   2.60000  -3.80000   1.97404e+00
   2.80000  -3.80000   1.32322e+00
   3.00000  -3.80000   6.63272e-01
   3.20000  -3.80000   0.00000e+00
   3.40000  -3.80000  -1.00000e+99
   3.60000  -3.80000  -1.00000e+99
   3.80000  -3.80000  -1.00000e+99
   4.00000  -3.80000  -1.00000e+99
   4.20000  -3.80000  -1.00000e+99
   4.40000  -3.80000  -1.00000e+99
   4.60000  -3.80000  -1.00000e+99
   4.80000  -3.80000  -1.00000e+99
   5.00000  -3.80000  -1.00000e+99
  -5.00000  -3.60000  -1.00000e+99
  -4.80000  -3.60000  -1.00000e+99
  -4.60000  -3.60000  -1.00000e+99
  -4.40000  -3.60000  -1.00000e+99
  -4.20000  -3.60000  -1.00000e+99
  -4.00000  -3.60000  -1.00000e+99
  -3.80000  -3.60000  -1.00000e+99
  -3.60000  -3.60000  -1.00000e+99
  -3.40000  -3.60000   6.60000e+01
  -3.20000  -3.60000   6.20777e+01
  -3.00000  -3.60000   5.78606e+01
  -2.80000  -3.60000   5.33440e+01
  -2.60000  -3.60000   4.87761e+01
  -2.40000  -3.60000   4.47342e+01
  -2.20000  -3.60000   4.10650e+01
  -2.00000  -3.60000   3.77008e+01
  -1.80000  -3.60000   3.45671e+01
  -1.60000  -3.60000   3.16496e+01
  -1.40000  -3.60000   2.89430e+01
  -1.20000  -3.60000   2.64265e+01
  -1.00000  -3.60000   2.40896e+01
  -0.80000  -3.60000   2.19325e+01
  -0.60000  -3.60000   1.99558e+01
  -0.40000  -3.60000   1.81541e+01
  -0.20000  -3.60000   1.65155e+01
   0.00000  -3.60000   1.50241e+01
   0.20000  -3.60000   1.36618e+01
   0.40000  -3.60000   1.24110e+01
   0.60000  -3.60000   1.12552e+01
   0.80000  -3.60000   1.01798e+01
   1.00000  -3.60000   9.17243e+00
   1.20000  -3.60000   8.22337e+00
   1.40000  -3.60000   7.32498e+00
   1.60000  -3.60000   6.47118e+00
   1.80000  -3.60000   5.65666e+00
   2.00000  -3.60000   4.87692e+00
   2.20000  -3.60000   4.12805e+00
   2.40000  -3.60000   3.40544e+00
   2.60000  -3.60000   2.70341e+00
   2.80000  -3.60000   2.01278e+00
   3.00000  -3.60000   1.32988e+00
   3.20000  -3.60000   6.57012e-01
   3.40000  -3.60000   0.00000e+00
   3.60000  -3.60000  -1.00000e+99
   3.80000  -3.60000  -1.00000e+99
   4.00000  -3.60000  -1.00000e+99
   4.20000  -3.60000  -1.00000e+99
   4.40000  -3.60000  -1.00000e+99
   4.60000  -3.60000  -1.00000e+99
   4.80000  -3.60000  -1.00000e+99
   5.00000  -3.60000  -1.00000e+99
  -5.00000  -3.40000  -1.00000e+99
  -4.80000  -3.40000  -1.00000e+99
  -4.60000  -3.40000  -1.00000e+99
  -4.40000  -3.40000  -1.00000e+99
  -4.20000  -3.40000  -1.00000e+99
  -4.00000  -3.40000  -1.00000e+99
  -3.80000  -3.40000  -1.00000e+99
  -3.60000  -3.40000   7.00000e+01
  -3.40000  -3.40000   6.62902e+01
  -3.20000  -3.40000   6.24504e+01
  -3.00000  -3.40000   5.84600e+01
  -2.80000  -3.40000   5.43584e+01
  -2.60000  -3.40000   5.02899e+01
  -2.40000  -3.40000   4.64640e+01
  -2.20000  -3.40000   4.28999e+01
  -2.00000  -3.40000   3.95806e+01
  -1.80000  -3.40000   3.64779e+01
  -1.60000  -3.40000   3.35773e+01
  -1.40000  -3.40000   3.08693e+01
  -1.20000  -3.40000   2.83427e+01
  -1.00000  -3.40000   2.59895e+01
  -0.80000  -3.40000   2.38058e+01
  -0.60000  -3.40000   2.17878e+01
  -0.40000  -3.40000   1.99293e+01
  -0.20000  -3.40000   1.82205e+01
   0.00000  -3.40000   1.66491e+01
   0.20000  -3.40000   1.52011e+01
   0.40000  -3.40000   1.38623e+01
   0.60000  -3.40000   1.26191e+01
   0.80000  -3.40000   1.14591e+01
   1.00000  -3.40000   1.03714e+01
   1.20000  -3.40000   9.34680e+00
   1.40000  -3.40000   8.37777e+00
   1.60000  -3.40000   7.45791e+00
   1.80000  -3.40000   6.58173e+00
   2.00000  -3.40000   5.74442e+00
   2.20000  -3.40000   4.94159e+00
   2.40000  -3.40000   4.16880e+00
   2.60000  -3.40000   3.42141e+00
   2.80000  -3.40000   2.69466e+00
   3.00000  -3.40000   1.98647e+00
   3.20000  -3.40000   1.29818e+00
   3.40000  -3.40000   6.33987e-01
   3.60000  -3.40000   0.00000e+00
   3.80000  -3.40000  -1.00000e+99
   4.00000  -3.40000  -1.00000e+99
   4.20000  -3.40000  -1.00000e+99
   4.40000  -3.40000  -1.00000e+99
   4.60000  -3.40000  -1.00000e+99
   4.80000  -3.40000  -1.00000e+99
   5.00000  -3.40000  -1.00000e+99
  -5.00000  -3.20000  -1.00000e+99
  -4.80000  -3.20000  -1.00000e+99
  -4.60000  -3.20000  -1.00000e+99
  -4.40000  -3.20000  -1.00000e+99
  -4.20000  -3.20000  -1.00000e+99
  -4.00000  -3.20000  -1.00000e+99
  -3.80000  -3.20000   7.40000e+01
  -3.60000  -3.20000   7.03795e+01
  -3.40000  -3.20000   6.67104e+01
  -3.20000  -3.20000   6.29737e+01
  -3.00000  -3.20000   5.91708e+01
  -2.80000  -3.20000   5.53395e+01
  -2.60000  -3.20000   5.15614e+01
  -2.40000  -3.20000   4.79320e+01
  -2.20000  -3.20000   4.44902e+01
  -2.00000  -3.20000   4.12437e+01
  -1.80000  -3.20000   3.81868e+01
  -1.60000  -3.20000   3.53125e+01
  -1.40000  -3.20000   3.26143e+01
  -1.20000  -3.20000   3.00856e+01
  -1.00000  -3.20000   2.77202e+01
  -0.80000  -3.20000   2.55134e+01
  -0.60000  -3.20000   2.34604e+01
  -0.40000  -3.20000   2.15548e+01
  -0.20000  -3.20000   1.97883e+01
   0.00000  -3.20000   1.81509e+01
   0.20000  -3.20000   1.66314e+01
   0.40000  -3.20000   1.52182e+01
   0.60000  -3.20000   1.39000e+01
   0.80000  -3.20000   1.26662e+01
   1.00000  -3.20000   1.15073e+01
   1.20000  -3.20000   1.04148e+01
   1.40000  -3.20000   9.38149e+00
   1.60000  -3.20000   8.40105e+00
   1.80000  -3.20000   7.46802e+00
   2.00000  -3.20000   6.57752e+00
   2.20000  -3.20000   5.72515e+00
   2.40000  -3.20000   4.90684e+00
   2.60000  -3.20000   4.11881e+00
   2.80000  -3.20000   3.35803e+00
   3.00000  -3.20000   2.62317e+00
   3.20000  -3.20000   1.91528e+00
   3.40000  -3.20000   1.23778e+00
   3.60000  -3.20000   5.96507e-01
   3.80000  -3.20000   0.00000e+00
   4.00000  -3.20000  -1.00000e+99
   4.20000  -3.20000  -1.00000e+99
   4.40000  -3.20000  -1.00000e+99
   4.60000  -3.20000  -1.00000e+99
   4.80000  -3.20000  -1.00000e+99
   5.00000  -3.20000  -1.00000e+99
  -5.00000  -3.00000  -1.00000e+99
  -4.80000  -3.00000  -1.00000e+99
  -4.60000  -3.00000  -1.00000e+99
  -4.40000  -3.00000  -1.00000e+99
  -4.20000  -3.00000  -1.00000e+99
  -4.00000  -3.00000   7.80000e+01
  -3.80000  -3.00000   7.44001e+01
  -3.60000  -3.00000   7.08074e+01
  -3.40000  -3.00000   6.71983e+01
  -3.20000  -3.00000   6.35633e+01
  -3.00000  -3.00000   5.99100e+01
  -2.80000  -3.00000   5.62675e+01
  -2.60000  -3.00000   5.26842e+01
  -2.40000  -3.00000   4.92125e+01
  -2.20000  -3.00000   4.58853e+01
  -2.00000  -3.00000   4.27174e+01
  -1.80000  -3.00000   3.97131e+01
  -1.60000  -3.00000   3.68716e+01
  -1.40000  -3.00000   3.41902e+01
  -1.20000  -3.00000   3.16652e+01
  -1.00000  -3.00000   2.92923e+01
  -0.80000  -3.00000   2.70674e+01
  -0.60000  -3.00000   2.49857e+01
  -0.40000  -3.00000   2.30413e+01
  -0.20000  -3.00000   2.12271e+01
   0.00000  -3.00000   1.95349e+01
   0.20000  -3.00000   1.79554e+01
   0.40000  -3.00000   1.64792e+01
   0.60000  -3.00000   1.50966e+01
   0.80000  -3.00000   1.37986e+01
   1.00000  -3.00000   1.25769e+01
   1.20000  -3.00000   1.14238e+01
   1.40000  -3.00000   1.03324e+01
   1.60000  -3.00000   9.29691e+00
   1.80000  -3.00000   8.31187e+00
   2.00000  -3.00000   7.37257e+00
   2.20000  -3.00000   6.47476e+00
   2.40000  -3.00000   5.61466e+00
   2.60000  -3.00000   4.78905e+00
   2.80000  -3.00000   3.99551e+00
   3.00000  -3.00000   3.23296e+00
   3.20000  -3.00000   2.50203e+00
   3.40000  -3.00000   1.80535e+00
   3.60000  -3.00000   1.14826e+00
   3.80000  -3.00000   5.40454e-01
   4.00000  -3.00000   0.00000e+00
   4.20000  -3.00000  -1.00000e+99
   4.40000  -3.00000  -1.00000e+99
   4.60000  -3.00000  -1.00000e+99
   4.80000  -3.00000  -1.00000e+99
   5.00000  -3.00000  -1.00000e+99
  -5.00000  -2.80000  -1.00000e+99
  -4.80000  -2.80000  -1.00000e+99
  -4.60000  -2.80000  -1.00000e+99
  -4.40000  -2.80000  -1.00000e+99
  -4.20000  -2.80000   8.20000e+01
  -4.00000  -2.80000   7.83542e+01
  -3.80000  -2.80000   7.47930e+01
  -3.60000  -2.80000   7.12519e+01
  -3.40000  -2.80000   6.77121e+01
  -3.20000  -2.80000   6.41712e+01
  -3.00000  -2.80000   6.06387e+01
  -2.80000  -2.80000   5.71363e+01
  -2.60000  -2.80000   5.36954e+01
  -2.40000  -2.80000   5.03487e+01
  -2.20000  -2.80000   4.71210e+01
  -2.00000  -2.80000   4.40278e+01
  -1.80000  -2.80000   4.10767e+01
  -1.60000  -2.80000   3.82706e+01
  -1.40000  -2.80000   3.56099e+01
  -1.20000  -2.80000   3.30928e+01
  -1.00000  -2.80000   3.07167e+01
  -0.80000  -2.80000   2.84784e+01
  -0.60000  -2.80000   2.63738e+01
  -0.40000  -2.80000   2.43977e+01
  -0.20000  -2.80000   2.25442e+01
   0.00000  -2.80000   2.08064e+01
   0.20000  -2.80000   1.91765e+01
   0.40000  -2.80000   1.76466e+01
   0.60000  -2.80000   1.62087e+01
   0.80000  -2.80000   1.48550e+01
   1.00000  -2.80000   1.35781e+01
   1.20000  -2.80000   1.23710e+01
   1.40000  -2.80000   1.12277e+01
   1.60000  -2.80000   1.01424e+01
   1.80000  -2.80000   9.11011e+00
   2.00000  -2.80000   8.12623e+00
   2.20000  -2.80000   7.18674e+00
   2.40000  -2.80000   6.28808e+00
   2.60000  -2.80000   5.42727e+00
   2.80000  -2.80000   4.60207e+00
   3.00000  -2.80000   3.81120e+00
   3.20000  -2.80000   3.05455e+00
   3.40000  -2.80000   2.33337e+00
   3.60000  -2.80000   1.65076e+00
   3.80000  -2.80000   1.01356e+00
   4.00000  -2.80000   4.40452e-01
   4.20000  -2.80000   0.00000e+00
   4.40000  -2.80000  -1.00000e+99
   4.60000  -2.80000  -1.00000e+99
   4.80000  -2.80000  -1.00000e+99
   5.00000  -2.80000  -1.00000e+99
  -5.00000  -2.60000  -1.00000e+99
  -4.80000  -2.60000  -1.00000e+99
  -4.60000  -2.60000  -1.00000e+99
  -4.40000  -2.60000  -1.00000e+99
  -4.20000  -2.60000   8.20000e+01
  -4.00000  -2.60000   7.86239e+01
  -3.80000  -2.60000   7.51660e+01
  -3.60000  -2.60000   7.16950e+01
  -3.40000  -2.60000   6.82271e+01
  -3.20000  -2.60000   6.47707e+01
  -3.00000  -2.60000   6.13372e+01
  -2.80000  -2.60000   5.79439e+01
  -2.60000  -2.60000   5.46126e+01
  -2.40000  -2.60000   5.13658e+01
  -2.20000  -2.60000   4.82225e+01
  -2.00000  -2.60000   4.51962e+01
  -1.80000  -2.60000   4.22953e+01
  -1.60000  -2.60000   3.95246e+01
  -1.40000  -2.60000   3.68860e+01
  -1.20000  -2.60000   3.43794e+01
  -1.00000  -2.60000   3.20035e+01
  -0.80000  -2.60000   2.97560e+01
  -0.60000  -2.60000   2.76335e+01
  -0.40000  -2.60000   2.56318e+01
  -0.20000  -2.60000   2.37459e+01
   0.00000  -2.60000   2.19700e+01
   0.20000  -2.60000   2.02977e+01
   0.40000  -2.60000   1.87222e+01
   0.60000  -2.60000   1.72368e+01
   0.80000  -2.60000   1.58348e+01
   1.00000  -2.60000   1.45094e+01
   1.20000  -2.60000   1.32548e+01
   1.40000  -2.60000   1.20651e+01
   1.60000  -2.60000   1.09351e+01
   1.80000  -2.60000   9.86004e+00
   2.00000  -2.60000   8.83563e+00
   2.20000  -2.60000   7.85800e+00
   2.40000  -2.60000   6.92375e+00
   2.60000  -2.60000   6.02998e+00
   2.80000  -2.60000   5.17438e+00
   3.00000  -2.60000   4.35528e+00
   3.20000  -2.60000   3.57165e+00
   3.40000  -2.60000   2.82285e+00
   3.60000  -2.60000   2.10788e+00
   3.80000  -2.60000   1.42259e+00
   4.00000  -2.60000   7.48255e-01
   4.20000  -2.60000   0.00000e+00
   4.40000  -2.60000  -1.00000e+99
   4.60000  -2.60000  -1.00000e+99
   4.80000  -2.60000  -1.00000e+99
   5.00000  -2.60000  -1.00000e+99
  -5.00000  -2.40000  -1.00000e+99
  -4.80000  -2.40000  -1.00000e+99
  -4.60000  -2.40000  -1.00000e+99
  -4.40000  -2.40000   8.60000e+01
  -4.20000  -2.40000   8.24153e+01
  -4.00000  -2.40000   7.89754e+01
