           1  0.20000000      7.57333357E-03  7.36136585E-02
           2  0.40000001      3.61756571E-02  0.20821902    
           3  0.60000002      9.67767164E-02  0.39162058    
           4  0.80000001      0.19796893      0.61227399    
           5   1.0000000      0.34611607      0.85946256    
           6   1.2000000      0.49251917      0.60813195    
           7   1.4000001      0.58332151      0.30599222    
           8   1.6000001      0.60984623     -3.23117077E-02
           9   1.8000002      0.56621671     -0.39344651    
          10   2.0000002      0.48694807     -0.39744297    
          11   2.2000003      0.40790448     -0.39146620    
          12   2.4000003      0.33091861     -0.37713191    
          13   2.6000004      0.25750360     -0.35601416    
          14   2.8000004      0.18886459     -0.32961446    
          15   3.0000005      0.12591574     -0.29933697    
          16   3.2000005      6.93017542E-02 -0.26646981    
          17   3.4000006      1.94224622E-02 -0.23217176    
          18   3.6000006     -2.35404149E-02 -0.19746405    
          19   3.8000007     -5.95952943E-02 -0.16322657    
          20   4.0000005     -8.89124200E-02 -0.13019805    
          21   4.2000003     -0.11179592     -9.89794135E-02
          22   4.4000001     -0.12865685     -7.00400472E-02
          23   4.5999999     -0.13998763     -4.37260978E-02
          24   4.7999997     -0.14633845     -2.02705767E-02
          25   4.9999995     -0.14829570      1.95443630E-04
          26   5.1999993     -0.14646278      1.76308416E-02
          27   5.3999991     -0.14144337      3.20721194E-02
          28   5.5999990     -0.13382709      4.36210595E-02
          29   5.7999988     -0.12417770      5.24326786E-02
          30   5.9999986     -0.11302359      5.87036908E-02
          31   6.1999984     -0.10085057      6.26617000E-02
          32   6.3999982     -8.80966336E-02  6.45552576E-02
          33   6.5999980     -7.51487687E-02  6.46449104E-02
          34   6.7999978     -6.23412952E-02  6.31952509E-02
          35   6.9999976     -4.99558002E-02  6.04681000E-02
          36   7.1999974     -3.82222757E-02  5.67167178E-02
          37   7.3999972     -2.73213126E-02  5.21811023E-02
          38   7.5999970     -1.73871480E-02  4.70842794E-02
          39   7.7999969     -8.51134770E-03  4.16295417E-02
          40   7.9999967     -7.46956270E-04  3.59985791E-02
          41   8.1999969      5.88706229E-03  3.03503759E-02
          42   8.3999968      1.14012323E-02  2.48208176E-02
          43   8.5999966      1.58309583E-02  1.95228942E-02
          44   8.7999964      1.92320086E-02  1.45474263E-02
          45   8.9999962      2.16761902E-02  9.96419042E-03
          46   9.1999960      2.32472830E-02  5.82338823E-03
          47   9.3999958      2.40372904E-02  2.15735473E-03
          48   9.5999956      2.41430495E-02 -1.01756467E-03
          49   9.7999954      2.36632340E-02 -3.69903399E-03
          50   9.9999952      2.26957500E-02 -5.89671219E-03
          51   10.199995      2.13355422E-02 -7.63024995E-03
